start_dates,end_dates,glacier_area,region,combined_gt,combined_gt_errors,combined_mwe,combined_mwe_errors
2000.0,2001.0,29402.5139,southern_andes,1.6621530202778638,40.09978572586517,0.0567010864920992,1.3666913821962534
2001.0,2002.0,29349.5417,southern_andes,-13.891168790717536,39.98689045112812,-0.4747252218183336,1.3626409786393447
2002.0,2003.0,29296.5695,southern_andes,-4.276535598304034,31.99366956425893,-0.1464131767964585,1.0903945998300746
2003.0,2004.0,29243.5973,southern_andes,-27.16845138254913,31.62169392415089,-0.9318348118722956,1.0767462436447068
2004.0,2005.0,29190.6251,southern_andes,2.950386466804427,33.43610211740283,0.1013772144120057,1.1395693311838286
2005.0,2006.0,29137.6529,southern_andes,-49.94872117965508,32.49739236357843,-1.7193910026417452,1.1043114675484875
2006.0,2007.0,29084.6807,southern_andes,-25.498355751885686,31.467914845836017,-0.8793316749346434,1.0716194145881497
2007.0,2008.0,29031.7085,southern_andes,-34.04845631063346,31.689762903926432,-1.1763313563770008,1.0785014487142162
2008.0,2009.0,28978.7363,southern_andes,-24.53194697778392,31.821476455445747,-0.8490972144494688,1.0837441928380966
2009.0,2010.0,28925.7641,southern_andes,6.37479807413442,31.30006389621053,0.2210479208802284,1.0667239385800849
2010.0,2011.0,28872.7919,southern_andes,-48.57203133766705,31.20220977664176,-1.687338933626059,1.0602179969833798
2011.0,2012.0,28819.8197,southern_andes,-60.086977800912216,26.95585631552635,-2.0911921646874583,0.9129944853533032
2012.0,2013.0,28766.8475,southern_andes,-26.839376086207103,25.51747696661394,-0.9358041925064672,0.868491687338202
2013.0,2014.0,28713.8753,southern_andes,7.61001311639548,25.398830645018155,0.2658266002830811,0.8655543012579553
2014.0,2015.0,28660.9031,southern_andes,4.985710861841842,25.789676607401983,0.1744785564989532,0.8789313255613701
2015.0,2016.0,28607.9309,southern_andes,-37.60738322194243,26.956754246306343,-1.3185345346493396,0.9165111860790248
2016.0,2017.0,28554.9587,southern_andes,-67.135862594548,28.34976142048762,-2.358185032963037,0.959428867336088
2017.0,2018.0,28501.9865,southern_andes,-22.636310348294185,25.603237901943995,-0.7965909189926688,0.8717650854945556
2018.0,2019.0,28449.0143,southern_andes,-40.53808128665813,25.94977050271366,-1.4292256681480646,0.881726695833653
2019.0,2020.0,28396.0421,southern_andes,-28.156311429256267,28.340548702909857,-0.9945412263230456,0.9647195865873284
2020.0,2021.0,28343.0699,southern_andes,-27.999018663858664,35.820039400687854,-0.9908336876827328,1.2198978217195289
2021.0,2022.0,28290.0977,southern_andes,-24.094368057838505,43.24273954227486,-0.8542518629700595,1.4732414613178697
2022.0,2023.0,28237.1255,southern_andes,-41.30439245425599,47.95914134907887,-1.4671705336906609,1.6330432871909653
2023.0,2024.0,28184.1533,southern_andes,-50.03848428365572,47.54480191289456,-1.780754273642474,1.61819269968553
