start_dates,end_dates,glacier_area,region,combined_gt,combined_gt_errors,combined_mwe,combined_mwe_errors
2000.0,2001.0,14907.1245,south_asia_east,-2.327916651477616,5.478577160246203,-0.1566312413721902,0.3728669767408168
2001.0,2002.0,14837.8747,south_asia_east,-8.137158352811356,5.297867355594772,-0.5500547381397778,0.3595843599372022
2002.0,2003.0,14768.6249,south_asia_east,-6.998749077267797,5.2984576149315705,-0.4753190327676427,0.3599021000268251
2003.0,2004.0,14699.3751,south_asia_east,-8.198889903697747,5.3297633827095385,-0.5594496724866971,0.3617459092622265
2004.0,2005.0,14630.1253,south_asia_east,-8.98001140526133,5.390556783969636,-0.6156497171469637,0.3656840434382815
2005.0,2006.0,14560.8755,south_asia_east,-5.8649778560322,5.331118780068185,-0.4040021998149696,0.3623635463025686
2006.0,2007.0,14491.6257,south_asia_east,-10.705225792838034,5.330634260539739,-0.740940894378711,0.3610459971910599
2007.0,2008.0,14422.375900000001,south_asia_east,-5.000839525910631,5.339591824794993,-0.3477850821703412,0.363091047201434
2008.0,2009.0,14353.1261,south_asia_east,-5.511233648377613,5.325547088289289,-0.3851298359091711,0.362048073552001
2009.0,2010.0,14283.8763,south_asia_east,-6.207572947749696,5.2792950995509615,-0.4358937008477362,0.3587635010514385
2010.0,2011.0,14214.6265,south_asia_east,-4.663836245068104,5.284357474628559,-0.3290884818276441,0.3593793285545597
2011.0,2012.0,14145.3767,south_asia_east,0.8262841166758295,5.286064056891564,0.0585894915021745,0.3598349415723019
2012.0,2013.0,14076.1269,south_asia_east,-9.263476118598678,5.270056695685486,-0.6600786022400804,0.3573679890146167
2013.0,2014.0,14006.8771,south_asia_east,-4.762808642776319,5.430590923475173,-0.3410567558249808,0.3693289032395563
2014.0,2015.0,13937.6273,south_asia_east,-7.233284672588605,5.320519997990309,-0.5205369368755304,0.361353753021102
2015.0,2016.0,13868.3775,south_asia_east,-6.492342790490154,5.3590451850896,-0.4695486855450435,0.3641441850391824
2016.0,2017.0,13799.127700000001,south_asia_east,-3.767927807121404,5.296852272899367,-0.2738771381855682,0.3603521850804552
2017.0,2018.0,13729.8779,south_asia_east,-17.122102144399964,6.222615527630999,-1.2508212482676402,0.4195730174854195
2018.0,2019.0,13660.6281,south_asia_east,-4.530994315133016,5.395884008163018,-0.3326807644907786,0.366997966307237
2019.0,2020.0,13591.3783,south_asia_east,-8.507998145090227,5.343388879407178,-0.6278685467768913,0.3625937138609445
2020.0,2021.0,13522.1285,south_asia_east,-5.707608395472385,5.4117991791636335,-0.4233640246580628,0.3678927006155137
2021.0,2022.0,13452.878700000001,south_asia_east,-4.153046594747883,7.938420838696924,-0.3096395438710932,0.540218762755367
2022.0,2023.0,13383.6289,south_asia_east,-15.619011518634077,8.923206806807814,-1.1705352609766329,0.6051115944085789
2023.0,2024.0,13314.3791,south_asia_east,-17.589780221019534,8.953095982384424,-1.3250868263213045,0.6065293659463733
