start_dates,end_dates,glacier_area,region,combined_gt,combined_gt_errors,combined_mwe,combined_mwe_errors
2000.0,2001.0,33507.5776,south_asia_west,6.851964677244642,9.262411269403446,0.2051053199536034,0.276570688173286
2001.0,2002.0,33386.7328,south_asia_west,-4.64241326904263,7.977766708936824,-0.1394680469090855,0.2382740783384383
2002.0,2003.0,33265.888,south_asia_west,-2.352745468347903,7.767363942734289,-0.0709382819775451,0.2320615647961203
2003.0,2004.0,33145.0432,south_asia_west,-13.091190343162353,7.948071287325642,-0.3961552262943089,0.2366809815458294
2004.0,2005.0,33024.1984,south_asia_west,-11.446097131719313,7.656436904146613,-0.3476401942874471,0.2281336850467191
2005.0,2006.0,32903.3536,south_asia_west,4.807317498760151,7.162216286356067,0.1465438114886275,0.2138858717126563
2006.0,2007.0,32782.5088,south_asia_west,-23.39682475507553,7.153717839152524,-0.715845958512445,0.2108750617770052
2007.0,2008.0,32661.664,south_asia_west,-20.770993357775385,6.947664078299761,-0.6378576988390201,0.2052631736287435
2008.0,2009.0,32540.8192,south_asia_west,-15.082436168591911,7.219169733217031,-0.4648874859141326,0.2145280433070819
2009.0,2010.0,32419.9744,south_asia_west,9.726773430882623,7.774406202181495,0.3009268741294648,0.2318436332203859
2010.0,2011.0,32299.1296,south_asia_west,8.545261399182058,7.461524248546874,0.2653623929899493,0.2225838979918782
2011.0,2012.0,32178.2848,south_asia_west,7.573331993465979,7.420272297090443,0.2360635565799196,0.2214282283926683
2012.0,2013.0,32057.44,south_asia_west,-7.838206686315059,6.961496332973971,-0.2452407947266708,0.2076790404320982
2013.0,2014.0,31936.5952,south_asia_west,-12.28292520262717,7.145590003205553,-0.3857607481338138,0.2127195721543782
2014.0,2015.0,31815.7504,south_asia_west,-0.6933992166120448,6.993684942578593,-0.0218597916091566,0.2089681522803515
2015.0,2016.0,31694.9056,south_asia_west,-0.9024996256509292,7.083757272243927,-0.0285602766226672,0.2116577790781218
2016.0,2017.0,31574.0608,south_asia_west,-10.96446277745992,7.477681157988901,-0.3483066436259154,0.2228311992339319
2017.0,2018.0,31453.216,south_asia_west,-2.3260157023337524,7.304017322445805,-0.074174124088725,0.2182157573670954
2018.0,2019.0,31332.3712,south_asia_west,-3.924469396591872,7.358358141701729,-0.1256297586339628,0.2197889353135883
2019.0,2020.0,31211.5264,south_asia_west,4.378411912846257,8.15168415770309,0.1407040019953926,0.2434837871452853
2020.0,2021.0,31090.6816,south_asia_west,5.577242329699477,8.046897458142928,0.1799260780087948,0.2402962007209694
2021.0,2022.0,30969.8368,south_asia_west,-9.815571924051932,10.792231609503926,-0.3178934170485942,0.32213736997399
2022.0,2023.0,30848.992,south_asia_west,-34.3384991492528,13.96238444044143,-1.1164651546190605,0.4140286390696801
2023.0,2024.0,30728.1472,south_asia_west,-8.254232398376997,13.74011743408555,-0.2694295088250096,0.4103683109101171
