start_dates,end_dates,glacier_area,region,combined_gt,combined_gt_errors,combined_mwe,combined_mwe_errors
2000.0,2001.0,2354.92895,low_latitudes,0.3705258618555614,0.5346473022213154,0.157814011419829,0.228933800352463
2001.0,2002.0,2327.07105,low_latitudes,-0.3070070498935514,0.5172510572472317,-0.1323255009428327,0.2215202773884822
2002.0,2003.0,2299.21315,low_latitudes,-1.2859863528499784,0.5250969807283328,-0.5609988445881208,0.2232863959982013
2003.0,2004.0,2271.35525,low_latitudes,-1.5816633780124076,0.4893433831894396,-0.6984476100558282,0.2069046767967312
2004.0,2005.0,2243.49735,low_latitudes,-2.4619022051780592,0.4967700282785205,-1.100652129401808,0.2062049127766357
2005.0,2006.0,2215.63945,low_latitudes,-2.769504894430206,0.4947088906345829,-1.253741176010918,0.2034866435691645
2006.0,2007.0,2187.78155,low_latitudes,-0.6472329547886849,0.453868358783612,-0.2967300351707955,0.1939664213532102
2007.0,2008.0,2159.92365,low_latitudes,0.2943631715954311,0.4533688289494152,0.1366941458094977,0.1941449555565516
2008.0,2009.0,2132.06575,low_latitudes,1.0742074293211157,0.4546635712035953,0.5053501509354559,0.1934380523884974
2009.0,2010.0,2104.2078500000002,low_latitudes,-1.8409386137271275,0.4694606379390745,-0.8775169467553976,0.1972377637248387
2010.0,2011.0,2076.34995,low_latitudes,-1.8410246444614369,0.4540162630694458,-0.8893319440077325,0.1904846125109849
2011.0,2012.0,2048.49205,low_latitudes,-0.1241596044782535,0.4465345728623108,-0.0607926225979373,0.1913006929043157
2012.0,2013.0,2020.6341499999999,low_latitudes,-0.0184015312558621,0.4444848617975117,-0.0091342126241642,0.1904405696905319
2013.0,2014.0,1992.77625,low_latitudes,-0.5516197398382917,0.4911311260759708,-0.2776425996516236,0.2100946439094557
2014.0,2015.0,1964.91835,low_latitudes,-0.239795478092252,0.4889898652342481,-0.1224056099734584,0.2094463020263459
2015.0,2016.0,1937.06045,low_latitudes,-1.6897583338338864,0.500517508508474,-0.8749561029038354,0.2113710409333535
2016.0,2017.0,1909.20255,low_latitudes,-2.36942463411635,0.5050237682774874,-1.244788981141562,0.2103411186413965
2017.0,2018.0,1881.34465,low_latitudes,-0.6457522446867621,0.5558366147801133,-0.3442725556313132,0.2377478680751023
2018.0,2019.0,1853.48675,low_latitudes,-0.1008118792306184,0.6414614071574477,-0.0545540586709532,0.2748277306916271
2019.0,2020.0,1825.62885,low_latitudes,-0.900957994194518,0.6712927059312396,-0.4949905350137911,0.2869691962872982
2020.0,2021.0,1797.77095,low_latitudes,-0.562694930155122,0.948935574874308,-0.3139377096055741,0.4063957799277559
2021.0,2022.0,1769.91305,low_latitudes,0.0949249570660994,1.3349790454063797,0.053793935714863,0.5719724779712119
2022.0,2023.0,1742.0551500000001,low_latitudes,0.0057083128047794,1.4142485234769082,0.0032866291704928,0.6059393450220042
2023.0,2024.0,1714.1972500000002,low_latitudes,-2.3020962323277,1.9925253299197072,-1.3469997704373884,0.8522782557620759
