# id: GB/NERC/BAS/PDC/02074
# title: Mass balance of the Greenland and Antarctic Ice Sheets from the 1970s to 2023
# summary: This dataset contains rates and cumulative anomalies in surface mass balance, dynamics, and total mass change and their associated uncertainty for the Antarctic Ice Sheet (in its entirety and split into West Antarctica, East Antarctica and the Antarctic Peninsula) for the period 1979 to 2023 and for the Greenland Ice Sheet for the period 1972 to 2023. The data are reconciled estimates of mass balance from three independent satellite-based techniques: altimetry, gravimetry, and the input-output method. This dataset is part of the Ice Sheet Mass Balance Intercomparison Exercise (IMBIE).
# acknowledgement: This work is an outcome of the Ice Sheet Mass Balance Inter-comparison Exercise (IMBIE) supported by ESA EOEP-5 "EO Science for Society" (Contract Number 4000134549/21/I-NB), the ESA "Climate Change Initiative" (Contract Number 4000126813/19/I-NB), and the NASA Cryosphere Program.
# keywords: Antarctica,Earth observation,Greenland,ice sheet,satellite,sea level rise
# citation: Otosaka, I., Shepherd, A., Amory, C., Horwath, M., King, M., Nowicki, S., Payne, A., Rignot, E., Sørensen, L., Schlegel, N., Simon, K., Smith, B., Sutterley, T., van den Broeke, M., Velicogna, I., A, G., Agosta, C., Ditmar, P., Döhne, T., … Wouters, B. (2026). Mass balance of the Greenland and Antarctic Ice Sheets from the 1970s to 2023 (Version 1.0) [Data set]. NERC EDS UK Polar Data Centre. https://doi.org/10.5285/128c5e33-5224-4197-82f0-19dcc95b80a0
# license: http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/
# history: The data used to produce this reconciled mass balance estimate were gathered in the framework of the IMBIE project. In total, 45 independent satellite estimates of mass change (21 estimates for Antarctica and 24 estimates for Greenland) were used to produce this final dataset. The methodology to aggregate these into a final estimate is described in Otosaka et al. (2026).
# source: IMBIE software v3.1 https://doi.org/10.5281/zenodo.14217193
# comment: The data are reconciled estimates from 45 individual satellite-based surveys derived from the altimetry, gravimetry and input-output techniques. The respective one sigma uncertainties for each reconciled dataset are provided.
# : Each dataset contributed to the IMBIE project was processed independently by their contributors and the methods and errors on their dataset have been documented in an international peer-reviewed journal. A dedicated processor was developed in Python to compute the reconciled mass balance estimate and its uncertainty, and the core code is freely available at https://doi.org/10.5281/zenodo.14217193 (Otosaka, I. N., Gilbert, L., Pattle, M., Roca-Aparici, M., & Shepherd, A. (2024). IMBIE software v3.1. Zenodo).
# institution: Northumbria University
# authors: Inès Otosaka,Andrew Shepherd,Charles Amory,Martin Horwath,Michalea King,Sophie Nowicki,Antony Payne,Eric Rignot,Louise Sandberg Sørensen,Nicole-Jeanne Schlegel,Karen Simon,Benjamin Smith,Tyler Sutterley,Michiel van den Broeke,Isabella Velicogna,Geruo A,Cécile Agosta,Pavel Ditmar,Thorben Döhne,Marcus Engdahl,Xavier Fettweis,Rene Forsberg,Alex Gardner,Linda Gilbert,Heiko Goelzer,Noel Gourmelen,Andreas Groh,Nicolaj Hansen,Christopher Harig,Veit Helm,Shfaqat Khan,Christoph Kittel,Peter Langen,Mathias Larsen,Bryant Loomis,Malcolm McMillan,Brooke Medley,Daniele Melini,Ruth Mottram,Alan Muir,Johan Nilsson,Brice Noël,Mark Pattle,Mònica Roca i Aparici,Ingo Sasgen,Himanshu Save,Bernd Scheuchl,Ernst Schrama,Ludwig Schröder,Ki-Weon Seo,Sebastian Simonsen,Thomas Slater,Giorgio Spada,Bramha Dutt Vishwakarma,Nander Wever,David Wiese,Bert Wouters
# project: IMBIE http://imbie.org/
# publisher_name: NERC EDS UK Polar Data Centre
# publisher_type: institution
# publisher_email: pdc@bas.ac.uk
# publisher_url: https://www.bas.ac.uk/data/uk-pdc/
# time_coverage_start: 1979-01-01
# time_coverage_end: 2023-12-01
# geospatial_lon_min: -180 (degree_east)
# geospatial_lon_max: 180 (degree_east)
# geospatial_lat_min: -90 (degree_north)
# geospatial_lat_max: -60 (degree_north)
# geospatial_bounds_crs: EPSG:4326
# data_type: East Antarctica mm
Date,Mass balance (mm/yr),Mass balance uncertainty (mm/yr),Cumulative mass balance anomaly (mm),Cumulative mass balance anomaly uncertainty (mm),Surface mass balance anomaly (mm/yr),Surface mass balance anomaly uncertainty (mm/yr),Cumulative surface mass balance anomaly (mm),Cumulative surface mass balance anomaly uncertainty (mm),Dynamics mass balance anomaly (mm/yr),Dynamics mass balance anomaly uncertainty (mm/yr),Cumulative dynamics mass balance anomaly (mm),Cumulative dynamics mass balance anomaly uncertainty (mm)
1979-01-01,-0.065486944,0.219118333,-0.005457222,0.063253889,0.217999946,0.066830889,0.018166662,0.019292416,-0.28348689,0.229083417,-0.023623908,0.066130687
1979-02-01,-0.065486944,0.219118333,-0.010914444,0.089454722,0.217999946,0.066830889,0.036333324,0.027283597,-0.28348689,0.229083417,-0.047247815,0.093522915
1979-03-01,-0.065486944,0.219118333,-0.016371667,0.109559167,0.217999946,0.066830889,0.054499986,0.033415445,-0.28348689,0.229083417,-0.070871723,0.11454171
1979-04-01,-0.065486944,0.219118333,-0.021828889,0.126508056,0.217999946,0.066830889,0.072666649,0.038584833,-0.28348689,0.229083417,-0.09449563,0.132261375
1979-05-01,-0.065486944,0.219118333,-0.027286111,0.141440278,0.217999946,0.066830889,0.090833311,0.043139154,-0.28348689,0.229083417,-0.118119538,0.147872712
1979-06-01,-0.065486944,0.219118333,-0.032743333,0.15494,0.217999946,0.066830889,0.108999973,0.047256576,-0.28348689,0.229083417,-0.141743445,0.16198644
1979-07-01,-0.065486944,0.219118333,-0.038200833,0.167354167,0.217999946,0.066830889,0.127166635,0.051042936,-0.28348689,0.229083417,-0.165367353,0.174965353
1979-08-01,-0.065486944,0.219118333,-0.043658056,0.178909167,0.217999946,0.066830889,0.145333297,0.054567194,-0.28348689,0.229083417,-0.18899126,0.18704583
1979-09-01,-0.065486944,0.219118333,-0.049115278,0.189761944,0.217999946,0.066830889,0.163499959,0.057877249,-0.28348689,0.229083417,-0.212615168,0.198392062
1979-10-01,-0.065486944,0.219118333,-0.0545725,0.200026667,0.217999946,0.066830889,0.181666621,0.061007977,-0.28348689,0.229083417,-0.236239075,0.209123595
1979-11-01,-0.065486944,0.219118333,-0.060029722,0.209789722,0.217999946,0.066830889,0.199833284,0.063985706,-0.28348689,0.229083417,-0.259862983,0.219330677
1979-12-01,-0.065486944,0.219118333,-0.065486944,0.219118333,0.217999946,0.066830889,0.217999946,0.066830891,-0.28348689,0.229083417,-0.28348689,0.229083421
1980-01-01,0.071038611,0.106826111,-0.059566944,0.2212775,0.217999946,0.066830889,0.236166608,0.069559796,-0.146961335,0.126008673,-0.295733668,0.231953435
1980-02-01,0.071038611,0.106826111,-0.053647222,0.223416111,0.217999946,0.066830889,0.25433327,0.072185612,-0.146961335,0.126008673,-0.307980446,0.234788369
1980-03-01,0.071038611,0.106826111,-0.047727222,0.225534444,0.217999946,0.066830889,0.272499932,0.074719207,-0.146961335,0.126008673,-0.320227224,0.237589478
1980-04-01,0.071038611,0.106826111,-0.0418075,0.227632778,0.217999946,0.066830889,0.290666594,0.077169665,-0.146961335,0.126008673,-0.332474002,0.240357947
1980-05-01,0.071038611,0.106826111,-0.0358875,0.229712222,0.217999946,0.066830889,0.308833256,0.07954467,-0.146961335,0.126008673,-0.34472078,0.243094888
1980-06-01,0.071038611,0.106826111,-0.029967778,0.231772778,0.217999946,0.066830889,0.326999919,0.08185079,-0.146961335,0.126008673,-0.356967558,0.245801356
1980-07-01,0.071038611,0.106826111,-0.024047778,0.233815556,0.217999946,0.066830889,0.345166581,0.084093693,-0.146961335,0.126008673,-0.369214335,0.248478347
1980-08-01,0.071038611,0.106826111,-0.018128056,0.235840278,0.217999946,0.066830889,0.363333243,0.086278309,-0.146961335,0.126008673,-0.381461113,0.251126803
1980-09-01,0.071038611,0.106826111,-0.012208056,0.237848056,0.217999946,0.066830889,0.381499905,0.088408958,-0.146961335,0.126008673,-0.393707891,0.253747618
1980-10-01,0.071038611,0.106826111,-0.006288333,0.239838611,0.217999946,0.066830889,0.399666567,0.090489454,-0.146961335,0.126008673,-0.405954669,0.256341639
1980-11-01,0.071038611,0.106826111,-0.000368333,0.241813056,0.217999946,0.066830889,0.417833229,0.092523178,-0.146961335,0.126008673,-0.418201447,0.258909671
1980-12-01,0.071038611,0.106826111,0.005551667,0.243771667,0.218266495,0.066835455,0.436022104,0.094513421,-0.147227884,0.126011095,-0.430470437,0.261452579
1981-01-01,0.1449075,0.0945175,0.017627222,0.245293889,0.518220011,0.07197343,0.479207105,0.096770181,-0.373312511,0.118801231,-0.461579813,0.263692236
1981-02-01,0.1449075,0.0945175,0.029702778,0.246806667,0.518220011,0.07197343,0.522392106,0.098975498,-0.373312511,0.118801231,-0.492689189,0.26591303
