# id: GB/NERC/BAS/PDC/02074
# title: Mass balance of the Greenland and Antarctic Ice Sheets from the 1970s to 2023
# summary: This dataset contains rates and cumulative anomalies in surface mass balance, dynamics, and total mass change and their associated uncertainty for the Antarctic Ice Sheet (in its entirety and split into West Antarctica, East Antarctica and the Antarctic Peninsula) for the period 1979 to 2023 and for the Greenland Ice Sheet for the period 1972 to 2023. The data are reconciled estimates of mass balance from three independent satellite-based techniques: altimetry, gravimetry, and the input-output method. This dataset is part of the Ice Sheet Mass Balance Intercomparison Exercise (IMBIE).
# acknowledgement: This work is an outcome of the Ice Sheet Mass Balance Inter-comparison Exercise (IMBIE) supported by ESA EOEP-5 "EO Science for Society" (Contract Number 4000134549/21/I-NB), the ESA "Climate Change Initiative" (Contract Number 4000126813/19/I-NB), and the NASA Cryosphere Program.
# keywords: Antarctica,Earth observation,Greenland,ice sheet,satellite,sea level rise
# citation: Otosaka, I., Shepherd, A., Amory, C., Horwath, M., King, M., Nowicki, S., Payne, A., Rignot, E., Sørensen, L., Schlegel, N., Simon, K., Smith, B., Sutterley, T., van den Broeke, M., Velicogna, I., A, G., Agosta, C., Ditmar, P., Döhne, T., … Wouters, B. (2026). Mass balance of the Greenland and Antarctic Ice Sheets from the 1970s to 2023 (Version 1.0) [Data set]. NERC EDS UK Polar Data Centre. https://doi.org/10.5285/128c5e33-5224-4197-82f0-19dcc95b80a0
# license: http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/
# history: The data used to produce this reconciled mass balance estimate were gathered in the framework of the IMBIE project. In total, 45 independent satellite estimates of mass change (21 estimates for Antarctica and 24 estimates for Greenland) were used to produce this final dataset. The methodology to aggregate these into a final estimate is described in Otosaka et al. (2026).
# source: IMBIE software v3.1 https://doi.org/10.5281/zenodo.14217193
# comment: The data are reconciled estimates from 45 individual satellite-based surveys derived from the altimetry, gravimetry and input-output techniques. The respective one sigma uncertainties for each reconciled dataset are provided.
# : Each dataset contributed to the IMBIE project was processed independently by their contributors and the methods and errors on their dataset have been documented in an international peer-reviewed journal. A dedicated processor was developed in Python to compute the reconciled mass balance estimate and its uncertainty, and the core code is freely available at https://doi.org/10.5281/zenodo.14217193 (Otosaka, I. N., Gilbert, L., Pattle, M., Roca-Aparici, M., & Shepherd, A. (2024). IMBIE software v3.1. Zenodo).
# institution: Northumbria University
# authors: Inès Otosaka,Andrew Shepherd,Charles Amory,Martin Horwath,Michalea King,Sophie Nowicki,Antony Payne,Eric Rignot,Louise Sandberg Sørensen,Nicole-Jeanne Schlegel,Karen Simon,Benjamin Smith,Tyler Sutterley,Michiel van den Broeke,Isabella Velicogna,Geruo A,Cécile Agosta,Pavel Ditmar,Thorben Döhne,Marcus Engdahl,Xavier Fettweis,Rene Forsberg,Alex Gardner,Linda Gilbert,Heiko Goelzer,Noel Gourmelen,Andreas Groh,Nicolaj Hansen,Christopher Harig,Veit Helm,Shfaqat Khan,Christoph Kittel,Peter Langen,Mathias Larsen,Bryant Loomis,Malcolm McMillan,Brooke Medley,Daniele Melini,Ruth Mottram,Alan Muir,Johan Nilsson,Brice Noël,Mark Pattle,Mònica Roca i Aparici,Ingo Sasgen,Himanshu Save,Bernd Scheuchl,Ernst Schrama,Ludwig Schröder,Ki-Weon Seo,Sebastian Simonsen,Thomas Slater,Giorgio Spada,Bramha Dutt Vishwakarma,Nander Wever,David Wiese,Bert Wouters
# project: IMBIE http://imbie.org/
# publisher_name: NERC EDS UK Polar Data Centre
# publisher_type: institution
# publisher_email: pdc@bas.ac.uk
# publisher_url: https://www.bas.ac.uk/data/uk-pdc/
# time_coverage_start: 1979-01-01
# time_coverage_end: 2023-12-01
# geospatial_lon_min: -180 (degree_east)
# geospatial_lon_max: 180 (degree_east)
# geospatial_lat_min: -90 (degree_north)
# geospatial_lat_max: -60 (degree_north)
# geospatial_bounds_crs: EPSG:4326
# data_type: Antarctic Peninsula mm
Date,Mass balance (mm/yr),Mass balance uncertainty (mm/yr),Cumulative mass balance anomaly (mm),Cumulative mass balance anomaly uncertainty (mm),Surface mass balance anomaly (mm/yr),Surface mass balance anomaly uncertainty (mm/yr),Cumulative surface mass balance anomaly (mm),Cumulative surface mass balance anomaly uncertainty (mm),Dynamics mass balance anomaly (mm/yr),Dynamics mass balance anomaly uncertainty (mm/yr),Cumulative dynamics mass balance anomaly (mm),Cumulative dynamics mass balance anomaly uncertainty (mm)
1979-01-01,-0.045710556,0.078284167,-0.003809167,0.022598611,-0.209831746,0.011043021,-0.017485979,0.003187846,0.164121191,0.079059212,0.013676766,0.022822429
1979-02-01,-0.045710556,0.078284167,-0.007618333,0.031959444,-0.209831746,0.011043021,-0.034971958,0.004508295,0.164121191,0.079059212,0.027353532,0.032275789
1979-03-01,-0.045710556,0.078284167,-0.011427778,0.039142222,-0.209831746,0.011043021,-0.052457937,0.005521511,0.164121191,0.079059212,0.041030298,0.039529607
1979-04-01,-0.045710556,0.078284167,-0.015236944,0.0451975,-0.209831746,0.011043021,-0.069943915,0.006375692,0.164121191,0.079059212,0.054707064,0.045644858
1979-05-01,-0.045710556,0.078284167,-0.019046111,0.050532222,-0.209831746,0.011043021,-0.087429894,0.00712824,0.164121191,0.079059212,0.06838383,0.051032503
1979-06-01,-0.045710556,0.078284167,-0.022855278,0.055355278,-0.209831746,0.011043021,-0.104915873,0.007808595,0.164121191,0.079059212,0.082060595,0.055903306
1979-07-01,-0.045710556,0.078284167,-0.026664444,0.059790556,-0.209831746,0.011043021,-0.122401852,0.008434247,0.164121191,0.079059212,0.095737361,0.060382472
1979-08-01,-0.045710556,0.078284167,-0.030473611,0.063918889,-0.209831746,0.011043021,-0.139887831,0.009016589,0.164121191,0.079059212,0.109414127,0.064551578
1979-09-01,-0.045710556,0.078284167,-0.034283056,0.067796111,-0.209831746,0.011043021,-0.15737381,0.009563537,0.164121191,0.079059212,0.123090893,0.068467288
1979-10-01,-0.045710556,0.078284167,-0.038092222,0.071463333,-0.209831746,0.011043021,-0.174859789,0.010080853,0.164121191,0.079059212,0.136767659,0.072170858
1979-11-01,-0.045710556,0.078284167,-0.041901389,0.074951389,-0.209831746,0.011043021,-0.192345768,0.010572888,0.164121191,0.079059212,0.150444425,0.075693434
1979-12-01,-0.045710556,0.078284167,-0.045710556,0.078284167,-0.209831746,0.011043021,-0.209831746,0.011043022,0.164121191,0.079059212,0.164121191,0.079059214
1980-01-01,-0.160839722,0.037596111,-0.059113889,0.079033056,-0.209831746,0.011043021,-0.227317725,0.011493941,0.048992024,0.039184383,0.16820386,0.079864326
1980-02-01,-0.160839722,0.037596111,-0.072517222,0.079774722,-0.209831746,0.011043021,-0.244803704,0.011927827,0.048992024,0.039184383,0.172286528,0.080661403
1980-03-01,-0.160839722,0.037596111,-0.085920556,0.080509444,-0.209831746,0.011043021,-0.262289683,0.012346474,0.048992024,0.039184383,0.176369197,0.08145068
1980-04-01,-0.160839722,0.037596111,-0.099323889,0.081237778,-0.209831746,0.011043021,-0.279775662,0.012751383,0.048992024,0.039184383,0.180451866,0.082232382
1980-05-01,-0.160839722,0.037596111,-0.112727222,0.081959444,-0.209831746,0.011043021,-0.297261641,0.013143825,0.048992024,0.039184383,0.184534534,0.083006722
1980-06-01,-0.160839722,0.037596111,-0.126130556,0.082675,-0.209831746,0.011043021,-0.31474762,0.013524884,0.048992024,0.039184383,0.188617203,0.083773906
1980-07-01,-0.160839722,0.037596111,-0.139533889,0.083384167,-0.209831746,0.011043021,-0.332233598,0.013895497,0.048992024,0.039184383,0.192699872,0.084534127
1980-08-01,-0.160839722,0.037596111,-0.152937222,0.0840875,-0.209831746,0.011043021,-0.349719577,0.01425648,0.048992024,0.039184383,0.19678254,0.085287572
1980-09-01,-0.160839722,0.037596111,-0.166340278,0.084785,-0.209831746,0.011043021,-0.367205556,0.014608544,0.048992024,0.039184383,0.200865209,0.086034419
1980-10-01,-0.160839722,0.037596111,-0.179743611,0.085476944,-0.209831746,0.011043021,-0.384691535,0.014952322,0.048992024,0.039184383,0.204947878,0.086774838
1980-11-01,-0.160839722,0.037596111,-0.193146944,0.086163333,-0.209831746,0.011043021,-0.402177514,0.015288371,0.048992024,0.039184383,0.209030546,0.087508993
1980-12-01,-0.160839722,0.037596111,-0.206550278,0.086844167,-0.209655212,0.01104684,-0.419648782,0.015617416,0.048815489,0.03918546,0.213098504,0.08823708
1981-01-01,-0.082446667,0.033340833,-0.213420833,0.087375833,-0.010997179,0.015343596,-0.420565213,0.016233376,-0.071449488,0.036702004,0.20714438,0.088870892
1981-02-01,-0.082446667,0.033340833,-0.220291389,0.087904167,-0.010997179,0.015343596,-0.421481645,0.016826804,-0.071449488,0.036702004,0.201190256,0.089500215
