# id: GB/NERC/BAS/PDC/02074
# title: Mass balance of the Greenland and Antarctic Ice Sheets from the 1970s to 2023
# summary: This dataset contains rates and cumulative anomalies in surface mass balance, dynamics, and total mass change and their associated uncertainty for the Antarctic Ice Sheet (in its entirety and split into West Antarctica, East Antarctica and the Antarctic Peninsula) for the period 1979 to 2023 and for the Greenland Ice Sheet for the period 1972 to 2023. The data are reconciled estimates of mass balance from three independent satellite-based techniques: altimetry, gravimetry, and the input-output method. This dataset is part of the Ice Sheet Mass Balance Intercomparison Exercise (IMBIE).
# acknowledgement: This work is an outcome of the Ice Sheet Mass Balance Inter-comparison Exercise (IMBIE) supported by ESA EOEP-5 "EO Science for Society" (Contract Number 4000134549/21/I-NB), the ESA "Climate Change Initiative" (Contract Number 4000126813/19/I-NB), and the NASA Cryosphere Program.
# keywords: Antarctica,Earth observation,Greenland,ice sheet,satellite,sea level rise
# citation: Otosaka, I., Shepherd, A., Amory, C., Horwath, M., King, M., Nowicki, S., Payne, A., Rignot, E., Sørensen, L., Schlegel, N., Simon, K., Smith, B., Sutterley, T., van den Broeke, M., Velicogna, I., A, G., Agosta, C., Ditmar, P., Döhne, T., … Wouters, B. (2026). Mass balance of the Greenland and Antarctic Ice Sheets from the 1970s to 2023 (Version 1.0) [Data set]. NERC EDS UK Polar Data Centre. https://doi.org/10.5285/128c5e33-5224-4197-82f0-19dcc95b80a0
# license: http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/
# history: The data used to produce this reconciled mass balance estimate were gathered in the framework of the IMBIE project. In total, 45 independent satellite estimates of mass change (21 estimates for Antarctica and 24 estimates for Greenland) were used to produce this final dataset. The methodology to aggregate these into a final estimate is described in Otosaka et al. (2026).
# source: IMBIE software v3.1 https://doi.org/10.5281/zenodo.14217193
# comment: The data are reconciled estimates from 45 individual satellite-based surveys derived from the altimetry, gravimetry and input-output techniques. The respective one sigma uncertainties for each reconciled dataset are provided.
# : Each dataset contributed to the IMBIE project was processed independently by their contributors and the methods and errors on their dataset have been documented in an international peer-reviewed journal. A dedicated processor was developed in Python to compute the reconciled mass balance estimate and its uncertainty, and the core code is freely available at https://doi.org/10.5281/zenodo.14217193 (Otosaka, I. N., Gilbert, L., Pattle, M., Roca-Aparici, M., & Shepherd, A. (2024). IMBIE software v3.1. Zenodo).
# institution: Northumbria University
# authors: Inès Otosaka,Andrew Shepherd,Charles Amory,Martin Horwath,Michalea King,Sophie Nowicki,Antony Payne,Eric Rignot,Louise Sandberg Sørensen,Nicole-Jeanne Schlegel,Karen Simon,Benjamin Smith,Tyler Sutterley,Michiel van den Broeke,Isabella Velicogna,Geruo A,Cécile Agosta,Pavel Ditmar,Thorben Döhne,Marcus Engdahl,Xavier Fettweis,Rene Forsberg,Alex Gardner,Linda Gilbert,Heiko Goelzer,Noel Gourmelen,Andreas Groh,Nicolaj Hansen,Christopher Harig,Veit Helm,Shfaqat Khan,Christoph Kittel,Peter Langen,Mathias Larsen,Bryant Loomis,Malcolm McMillan,Brooke Medley,Daniele Melini,Ruth Mottram,Alan Muir,Johan Nilsson,Brice Noël,Mark Pattle,Mònica Roca i Aparici,Ingo Sasgen,Himanshu Save,Bernd Scheuchl,Ernst Schrama,Ludwig Schröder,Ki-Weon Seo,Sebastian Simonsen,Thomas Slater,Giorgio Spada,Bramha Dutt Vishwakarma,Nander Wever,David Wiese,Bert Wouters
# project: IMBIE http://imbie.org/
# publisher_name: NERC EDS UK Polar Data Centre
# publisher_type: institution
# publisher_email: pdc@bas.ac.uk
# publisher_url: https://www.bas.ac.uk/data/uk-pdc/
# time_coverage_start: 1979-01-01
# time_coverage_end: 2023-12-01
# geospatial_lon_min: -180 (degree_east)
# geospatial_lon_max: 180 (degree_east)
# geospatial_lat_min: -90 (degree_north)
# geospatial_lat_max: -60 (degree_north)
# geospatial_bounds_crs: EPSG:4326
# data_type: East Antarctica Gt
Date,Mass balance (Gt/yr),Mass balance uncertainty (Gt/yr),Cumulative mass balance anomaly (Gt),Cumulative mass balance anomaly uncertainty (Gt),Surface mass balance anomaly (Gt/yr),Surface mass balance anomaly uncertainty (Gt/yr),Cumulative surface mass balance anomaly (Gt),Cumulative surface mass balance anomaly uncertainty (Gt),Dynamics mass balance anomaly (Gt/yr),Dynamics mass balance anomaly uncertainty (Gt/yr),Cumulative dynamics mass balance anomaly (Gt),Cumulative dynamics mass balance anomaly uncertainty (Gt)
1979-01-01,-23.5753,78.8826,-1.9646,22.7714,78.47998047,24.05912018,6.539998372,6.94526988,-102.0552805,82.47002999,-8.504606706,23.80704743
1979-02-01,-23.5753,78.8826,-3.9292,32.2037,78.47998047,24.05912018,13.07999674,9.822094859,-102.0552805,82.47002999,-17.00921341,33.66824936
1979-03-01,-23.5753,78.8826,-5.8938,39.4413,78.47998047,24.05912018,19.61999512,12.02956031,-102.0552805,82.47002999,-25.51382012,41.23501573
1979-04-01,-23.5753,78.8826,-7.8584,45.5429,78.47998047,24.05912018,26.15999349,13.89053976,-102.0552805,82.47002999,-34.01842682,47.61409487
1979-05-01,-23.5753,78.8826,-9.823,50.9185,78.47998047,24.05912018,32.69999186,15.53009557,-102.0552805,82.47002999,-42.52303353,53.23417641
1979-06-01,-23.5753,78.8826,-11.7876,55.7784,78.47998047,24.05912018,39.23999023,17.01236733,-102.0552805,82.47002999,-51.02764023,58.3151185
1979-07-01,-23.5753,78.8826,-13.7523,60.2475,78.47998047,24.05912018,45.77998861,18.37545689,-102.0552805,82.47002999,-59.53224694,62.98752696
1979-08-01,-23.5753,78.8826,-15.7169,64.4073,78.47998047,24.05912018,52.31998698,19.64418972,-102.0552805,82.47002999,-68.03685365,67.33649872
1979-09-01,-23.5753,78.8826,-17.6815,68.3143,78.47998047,24.05912018,58.85998535,20.83580964,-102.0552805,82.47002999,-76.54146035,71.4211423
1979-10-01,-23.5753,78.8826,-19.6461,72.0096,78.47998047,24.05912018,65.39998372,21.96287179,-102.0552805,82.47002999,-85.04606706,75.28449426
1979-11-01,-23.5753,78.8826,-21.6107,75.5243,78.47998047,24.05912018,71.9399821,23.03485426,-102.0552805,82.47002999,-93.55067376,78.95904371
1979-12-01,-23.5753,78.8826,-23.5753,78.8826,78.47998047,24.05912018,78.47998047,24.05912061,-102.0552805,82.47002999,-102.0552805,82.47003147
1980-01-01,25.5739,38.4574,-21.4441,79.6599,78.47998047,24.05912018,85.01997884,25.04152668,-52.90608047,45.36312245,-106.4641205,83.50323648
1980-02-01,25.5739,38.4574,-19.313,80.4298,78.47998047,24.05912018,91.55997721,25.98682035,-52.90608047,45.36312245,-110.8729605,84.52381272
1980-03-01,25.5739,38.4574,-17.1818,81.1924,78.47998047,24.05912018,98.09997559,26.89891458,-52.90608047,45.36312245,-115.2818006,85.53221223
1980-04-01,25.5739,38.4574,-15.0507,81.9478,78.47998047,24.05912018,104.639974,27.78107952,-52.90608047,45.36312245,-119.6906406,86.52886074
1980-05-01,25.5739,38.4574,-12.9195,82.6964,78.47998047,24.05912018,111.1799723,28.63608132,-52.90608047,45.36312245,-124.0994807,87.51415974
1980-06-01,25.5739,38.4574,-10.7884,83.4382,78.47998047,24.05912018,117.7199707,29.46628458,-52.90608047,45.36312245,-128.5083207,88.48848833
1980-07-01,25.5739,38.4574,-8.6572,84.1736,78.47998047,24.05912018,124.2599691,30.27372954,-52.90608047,45.36312245,-132.9171607,89.452205
1980-08-01,25.5739,38.4574,-6.5261,84.9025,78.47998047,24.05912018,130.7999674,31.06019115,-52.90608047,45.36312245,-137.3260008,90.40564912
1980-09-01,25.5739,38.4574,-4.3949,85.6253,78.47998047,24.05912018,137.3399658,31.82722495,-52.90608047,45.36312245,-141.7348408,91.34914233
1980-10-01,25.5739,38.4574,-2.2638,86.3419,78.47998047,24.05912018,143.8799642,32.5762033,-52.90608047,45.36312245,-146.1436809,92.28298986
1980-11-01,25.5739,38.4574,-0.1326,87.0527,78.47998047,24.05912018,150.4199626,33.30834423,-52.90608047,45.36312245,-150.5525209,93.20748162
1980-12-01,25.5739,38.4574,1.9986,87.7578,78.57593836,24.06076386,156.9679574,34.02483152,-53.00203836,45.36399423,-154.9693574,94.12292831
1981-01-01,52.1667,34.0263,6.3458,88.3058,186.5592041,25.91043472,172.5145578,34.83726522,-134.3925041,42.76844303,-166.1687328,94.92920494
1981-02-01,52.1667,34.0263,10.693,88.8504,186.5592041,25.91043472,188.0611581,35.63117926,-134.3925041,42.76844303,-177.3681081,95.72869092
1981-03-01,52.1667,34.0263,15.0402,89.3917,186.5592041,25.91043472,203.6077585,36.4077852,-134.3925041,42.76844303,-188.5674835,96.521555
1981-04-01,52.1667,34.0263,19.3875,89.9297,186.5592041,25.91043472,219.1543588,37.16816798,-134.3925041,42.76844303,-199.7668588,97.30795906
