# id: GB/NERC/BAS/PDC/02074
# title: Mass balance of the Greenland and Antarctic Ice Sheets from the 1970s to 2023
# summary: This dataset contains rates and cumulative anomalies in surface mass balance, dynamics, and total mass change and their associated uncertainty for the Antarctic Ice Sheet (in its entirety and split into West Antarctica, East Antarctica and the Antarctic Peninsula) for the period 1979 to 2023 and for the Greenland Ice Sheet for the period 1972 to 2023. The data are reconciled estimates of mass balance from three independent satellite-based techniques: altimetry, gravimetry, and the input-output method. This dataset is part of the Ice Sheet Mass Balance Intercomparison Exercise (IMBIE).
# acknowledgement: This work is an outcome of the Ice Sheet Mass Balance Inter-comparison Exercise (IMBIE) supported by ESA EOEP-5 "EO Science for Society" (Contract Number 4000134549/21/I-NB), the ESA "Climate Change Initiative" (Contract Number 4000126813/19/I-NB), and the NASA Cryosphere Program.
# keywords: Antarctica,Earth observation,Greenland,ice sheet,satellite,sea level rise
# citation: Otosaka, I., Shepherd, A., Amory, C., Horwath, M., King, M., Nowicki, S., Payne, A., Rignot, E., Sørensen, L., Schlegel, N., Simon, K., Smith, B., Sutterley, T., van den Broeke, M., Velicogna, I., A, G., Agosta, C., Ditmar, P., Döhne, T., … Wouters, B. (2026). Mass balance of the Greenland and Antarctic Ice Sheets from the 1970s to 2023 (Version 1.0) [Data set]. NERC EDS UK Polar Data Centre. https://doi.org/10.5285/128c5e33-5224-4197-82f0-19dcc95b80a0
# license: http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/
# history: The data used to produce this reconciled mass balance estimate were gathered in the framework of the IMBIE project. In total, 45 independent satellite estimates of mass change (21 estimates for Antarctica and 24 estimates for Greenland) were used to produce this final dataset. The methodology to aggregate these into a final estimate is described in Otosaka et al. (2026).
# source: IMBIE software v3.1 https://doi.org/10.5281/zenodo.14217193
# comment: The data are reconciled estimates from 45 individual satellite-based surveys derived from the altimetry, gravimetry and input-output techniques. The respective one sigma uncertainties for each reconciled dataset are provided.
# : Each dataset contributed to the IMBIE project was processed independently by their contributors and the methods and errors on their dataset have been documented in an international peer-reviewed journal. A dedicated processor was developed in Python to compute the reconciled mass balance estimate and its uncertainty, and the core code is freely available at https://doi.org/10.5281/zenodo.14217193 (Otosaka, I. N., Gilbert, L., Pattle, M., Roca-Aparici, M., & Shepherd, A. (2024). IMBIE software v3.1. Zenodo).
# institution: Northumbria University
# authors: Inès Otosaka,Andrew Shepherd,Charles Amory,Martin Horwath,Michalea King,Sophie Nowicki,Antony Payne,Eric Rignot,Louise Sandberg Sørensen,Nicole-Jeanne Schlegel,Karen Simon,Benjamin Smith,Tyler Sutterley,Michiel van den Broeke,Isabella Velicogna,Geruo A,Cécile Agosta,Pavel Ditmar,Thorben Döhne,Marcus Engdahl,Xavier Fettweis,Rene Forsberg,Alex Gardner,Linda Gilbert,Heiko Goelzer,Noel Gourmelen,Andreas Groh,Nicolaj Hansen,Christopher Harig,Veit Helm,Shfaqat Khan,Christoph Kittel,Peter Langen,Mathias Larsen,Bryant Loomis,Malcolm McMillan,Brooke Medley,Daniele Melini,Ruth Mottram,Alan Muir,Johan Nilsson,Brice Noël,Mark Pattle,Mònica Roca i Aparici,Ingo Sasgen,Himanshu Save,Bernd Scheuchl,Ernst Schrama,Ludwig Schröder,Ki-Weon Seo,Sebastian Simonsen,Thomas Slater,Giorgio Spada,Bramha Dutt Vishwakarma,Nander Wever,David Wiese,Bert Wouters
# project: IMBIE http://imbie.org/
# publisher_name: NERC EDS UK Polar Data Centre
# publisher_type: institution
# publisher_email: pdc@bas.ac.uk
# publisher_url: https://www.bas.ac.uk/data/uk-pdc/
# time_coverage_start: 1979-01-01
# time_coverage_end: 2023-12-01
# geospatial_lon_min: -180 (degree_east)
# geospatial_lon_max: 180 (degree_east)
# geospatial_lat_min: -90 (degree_north)
# geospatial_lat_max: -60 (degree_north)
# geospatial_bounds_crs: EPSG:4326
# data_type: West Antarctica Gt
Date,Mass balance (Gt/yr),Mass balance uncertainty (Gt/yr),Cumulative mass balance anomaly (Gt),Cumulative mass balance anomaly uncertainty (Gt),Surface mass balance anomaly (Gt/yr),Surface mass balance anomaly uncertainty (Gt/yr),Cumulative surface mass balance anomaly (Gt),Cumulative surface mass balance anomaly uncertainty (Gt),Dynamics mass balance anomaly (Gt/yr),Dynamics mass balance anomaly uncertainty (Gt/yr),Cumulative dynamics mass balance anomaly (Gt),Cumulative dynamics mass balance anomaly uncertainty (Gt)
1979-01-01,-16.3833,48.5852,-1.3653,14.0253,66.80450439,11.46404743,5.567042033,3.309385495,-83.18780439,49.91939545,-6.932317033,14.41048846
1979-02-01,-16.3833,48.5852,-2.7306,19.8348,66.80450439,11.46404743,11.13408407,4.68017785,-83.18780439,49.91939545,-13.86463407,20.37950822
1979-03-01,-16.3833,48.5852,-4.0958,24.2926,66.80450439,11.46404743,16.7011261,5.732023819,-83.18780439,49.91939545,-20.7969511,24.95969818
1979-04-01,-16.3833,48.5852,-5.4611,28.0507,66.80450439,11.46404743,22.26816813,6.61877099,-83.18780439,49.91939545,-27.72926813,28.82097692
1979-05-01,-16.3833,48.5852,-6.8264,31.3616,66.80450439,11.46404743,27.83521016,7.40001093,-83.18780439,49.91939545,-34.66158516,32.22283179
1979-06-01,-16.3833,48.5852,-8.1917,34.3549,66.80450439,11.46404743,33.4022522,8.106305824,-83.18780439,49.91939545,-41.5939022,35.29834367
1979-07-01,-16.3833,48.5852,-9.557,37.1076,66.80450439,11.46404743,38.96929423,8.755811012,-83.18780439,49.91939545,-48.52621923,38.12656874
1979-08-01,-16.3833,48.5852,-10.9222,39.6697,66.80450439,11.46404743,44.53633626,9.3603557,-83.18780439,49.91939545,-55.45853626,40.75901644
1979-09-01,-16.3833,48.5852,-12.2875,42.076,66.80450439,11.46404743,50.1033783,9.928156484,-83.18780439,49.91939545,-62.3908533,43.23146538
1979-10-01,-16.3833,48.5852,-13.6528,44.352,66.80450439,11.46404743,55.67042033,10.46519582,-83.18780439,49.91939545,-69.32317033,45.56996573
1979-11-01,-16.3833,48.5852,-15.0181,46.5168,66.80450439,11.46404743,61.23746236,10.97598997,-83.18780439,49.91939545,-76.25548736,47.79418327
1979-12-01,-16.3833,48.5852,-16.3833,48.5852,66.80450439,11.46404743,66.80450439,11.46404764,-83.18780439,49.91939545,-83.18780439,49.91939635
1980-01-01,10.0494,23.6443,-15.5459,49.0623,66.80450439,11.46404743,72.37154643,11.93215909,-56.75510439,26.27693487,-87.91739643,50.49243418
1980-02-01,10.0494,23.6443,-14.7084,49.5348,66.80450439,11.46404743,77.93858846,12.38258668,-56.75510439,26.27693487,-92.64698846,51.05904119
1980-03-01,10.0494,23.6443,-13.871,50.0029,66.80450439,11.46404743,83.50563049,12.81719491,-56.75510439,26.27693487,-97.37658049,51.61942914
1980-04-01,10.0494,23.6443,-13.0335,50.4666,66.80450439,11.46404743,89.07267253,13.23754198,-56.75510439,26.27693487,-102.1061725,52.17379843
1980-05-01,10.0494,23.6443,-12.1961,50.9261,66.80450439,11.46404743,94.63971456,13.64494595,-56.75510439,26.27693487,-106.8357646,52.72233891
1980-06-01,10.0494,23.6443,-11.3586,51.3814,66.80450439,11.46404743,100.2067566,14.04053355,-56.75510439,26.27693487,-111.5653566,53.26523066
1980-07-01,10.0494,23.6443,-10.5212,51.8328,66.80450439,11.46404743,105.7737986,14.42527694,-56.75510439,26.27693487,-116.2949486,53.80264468
1980-08-01,10.0494,23.6443,-9.6837,52.2803,66.80450439,11.46404743,111.3408407,14.80002186,-56.75510439,26.27693487,-121.0245407,54.33474351
1980-09-01,10.0494,23.6443,-8.8463,52.7239,66.80450439,11.46404743,116.9078827,15.16550953,-56.75510439,26.27693487,-125.7541327,54.8616818
1980-10-01,10.0494,23.6443,-8.0088,53.1639,66.80450439,11.46404743,122.4749247,15.52239388,-56.75510439,26.27693487,-130.4837247,55.38360685
1980-11-01,10.0494,23.6443,-7.1714,53.6003,66.80450439,11.46404743,128.0419668,15.87125528,-56.75510439,26.27693487,-135.2133168,55.90065908
1980-12-01,10.0494,23.6443,-6.3339,54.0331,66.75179358,11.46307902,133.6046162,16.21255459,-56.70239358,26.27651239,-139.9385162,56.41295607
1981-01-01,-22.5068,21.1192,-8.2095,54.376,7.435302734,10.37331009,134.2242248,16.48678431,-29.94210273,23.52926201,-142.4336914,56.8203936
1981-02-01,-22.5068,21.1192,-10.0851,54.7167,7.435302734,10.37331009,134.8438333,16.75652671,-29.94210273,23.52926201,-144.9288667,57.22493027
1981-03-01,-22.5068,21.1192,-11.9606,55.0553,7.435302734,10.37331009,135.4634419,17.02199512,-29.94210273,23.52926201,-147.4240419,57.62662718
1981-04-01,-22.5068,21.1192,-13.8362,55.3918,7.435302734,10.37331009,136.0830505,17.28338648,-29.94210273,23.52926201,-149.9192171,58.02554331
