year,delta_slr_p05_unw_cm,delta_slr_p17_unw_cm,delta_slr_p50_unw_cm,delta_slr_p83_unw_cm,delta_slr_p95_unw_cm,delta_slr_p05_cm,delta_slr_p17_cm,delta_slr_p50_cm,delta_slr_p83_cm,delta_slr_p95_cm,delta_slr_mean_cm,delta_slr_mean_unw_cm,n_tuples
1877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2031,0.0,0.0,0.0,8.138753653241793e-07,9.328816830134201e-07,0.0,0.0,0.0,9.328816812370633e-07,9.328816830134201e-07,3.3377597032356585e-07,2.920157942461662e-07,54000
2032,1.849935342690401e-08,3.83300851858337e-08,5.878045135077059e-07,9.550419770398833e-07,9.743762531044808e-07,3.087908204681601e-08,4.480866074346746e-08,8.53354993675407e-07,9.74713065803416e-07,9.796249082460407e-07,6.494627173809587e-07,5.632579755228951e-07,54000
2033,9.605381645627631e-08,6.152546114535085e-07,8.83680559837785e-07,1.0177775067177208e-06,1.047142451682248e-06,9.932015982105732e-08,8.55230024846527e-07,1.0124906903290161e-06,1.0427828645043688e-06,1.4780215651422273e-06,9.404070370623156e-07,8.115731305259867e-07,54000
2034,6.542988408853034e-07,7.145783794193506e-07,9.779949827759538e-07,1.2501659254837704e-06,1.8021701573722737e-06,7.328070454792881e-07,9.697430203382471e-07,1.0895878709653401e-06,1.5405490450224163e-06,2.036132072083179e-06,1.1982999326540058e-06,1.0344774231153171e-06,54000
2035,7.222141657159397e-07,8.147143213932395e-07,1.1062953593210523e-06,1.7914820888798033e-06,2.0660775632563855e-06,9.55785741790745e-07,1.0654758976558597e-06,1.1807631701672748e-06,2.0662182826927906e-06,2.125275376608829e-06,1.4363260646455602e-06,1.2389831637633219e-06,54000
2036,7.958027044452364e-07,1.0006153266672867e-06,1.3269508007951458e-06,1.9759529996932203e-06,2.158961696352435e-06,1.056776988513964e-06,1.1685259623256908e-06,1.6918835173439096e-06,2.1593695463339604e-06,2.2170264435791715e-06,1.6599365786258941e-06,1.4270610264213662e-06,54000
2037,8.738587500722872e-07,1.0956121790783867e-06,1.5076392410051653e-06,2.1404791992196692e-06,2.241111238543425e-06,1.1232396031735146e-06,1.2546805104199954e-06,2.059906298540144e-06,2.247910609904802e-06,2.31119940087539e-06,1.863387141005034e-06,1.5983966824104798e-06,54000
2038,9.646743789559765e-07,1.2219785561562446e-06,1.8767722496093597e-06,2.2354879330421795e-06,2.3735712266770292e-06,1.186716667801601e-06,1.319408096490662e-06,2.2150780944761254e-06,2.3763786471023245e-06,2.96811691930624e-06,2.0399230179157986e-06,1.7522132520959002e-06,54000
2039,1.052110692167929e-06,1.3560077787566626e-06,1.9862170175244387e-06,2.3114146779512623e-06,2.8385719564205656e-06,1.2880083065332793e-06,1.6042191390708186e-06,2.292894087128867e-06,2.4894375102665695e-06,3.3014670394234102e-06,2.2162676331328123e-06,1.894794331223707e-06,54000
2040,1.1764891642229714e-06,1.5378656567754945e-06,2.0709526333817507e-06,2.3942334916782213e-06,2.9747132641588787e-06,1.3712067790429205e-06,1.922924417265297e-06,2.3521457528433495e-06,2.9297487014603993e-06,3.480200089609687e-06,2.369399038287452e-06,2.0254294997803842e-06,54000
2041,1.2682849830802922e-06,1.640515787446617e-06,2.151488074808583e-06,2.4828357841855108e-06,3.2525137148908802e-06,1.449317681787934e-06,2.12900688344677e-06,2.4073846351734345e-06,3.2392089588811005e-06,3.569519503765163e-06,2.5120727049774008e-06,2.1499566532830576e-06,54000
2042,1.3510713987585632e-06,1.7254747489658938e-06,2.2243903678997867e-06,2.642572488333883e-06,3.448555546192722e-06,1.5400657072410007e-06,2.195919583892555e-06,2.4619136118587974e-06,3.4494417308249164e-06,3.6535757797764115e-06,2.6377128353152947e-06,2.255504367697396e-06,54000
2043,1.4623003430358494e-06,1.8013870923461184e-06,2.314929956170886e-06,2.968422425730921e-06,3.5195188777592533e-06,1.812741118442351e-06,2.270697466251982e-06,2.5165213832694362e-06,3.5237259280522724e-06,3.7324196081061887e-06,2.7600185822433052e-06,2.3572634795626205e-06,54000
2044,1.52865156195503e-06,1.8675323097738782e-06,2.4222311161281596e-06,3.1780325354091587e-06,3.5864015742959055e-06,1.8839768825996132e-06,2.3992336104168673e-06,2.576477807532813e-06,3.5981134681759415e-06,3.8063504660224957e-06,2.8714855288655978e-06,2.4500902911502083e-06,54000
2045,1.6613430574352607e-06,1.933688315141069e-06,2.48780152389827e-06,3.26914275952106e-06,3.6492948305877346e-06,1.950561244837335e-06,2.4769009049915413e-06,2.6696654398494437e-06,3.6707513482111808e-06,3.877287634940546e-06,2.973590570502191e-06,2.5369764975274095e-06,54000
2046,1.8012449704229994e-06,1.9932258345178867e-06,2.5479491974067514e-06,3.3627144356529467e-06,3.7238418723717357e-06,2.0179131560009322e-06,2.5267288510283875e-06,2.773893940228501e-06,3.7604607886827483e-06,3.94628728690889e-06,3.062720006088613e-06,2.6174155198474033e-06,54000
2047,1.853075351121447e-06,2.0485549212878595e-06,2.6058910620463394e-06,3.4540640849201055e-06,3.832734301667528e-06,2.2721418177610136e-06,2.575244510251081e-06,3.1954856323293575e-06,3.837192015835318e-06,4.016982561012126e-06,3.157191600662582e-06,2.693555678868975e-06,54000
2048,1.8942247672626422e-06,2.099581915153692e-06,2.65199544990935e-06,3.5413016783536475e-06,3.92245901146282e-06,2.309994473977681e-06,2.6149783709841316e-06,3.310215841169842e-06,3.913582362265339e-06,4.093888883265963e-06,3.236441956849974e-06,2.761757909816451e-06,54000
2049,1.9326293918098257e-06,2.1468661021373237e-06,2.6891901008241348e-06,3.6133243564506758e-06,4.07407995641762e-06,2.3473226401278176e-06,2.652527816141164e-06,3.3852963208762524e-06,4.001145706676552e-06,4.5970844729501575e-06,3.309036710621627e-06,2.822729573805126e-06,54000
2050,1.9733693692458587e-06,2.1935455097477074e-06,2.7237605273455756e-06,3.666932989609961e-06,4.203207543262976e-06,2.3832489693981995e-06,2.6857534226672964e-06,3.3466230252012134e-06,4.084974385775253e-06,4.7976736574594445e-06,3.370817328214706e-06,2.87961922005335e-06,54000
2051,2.011049714667479e-06,2.239086056832207e-06,2.75974953645175e-06,3.727943930975641e-06,4.426782960820217e-06,2.4158874580294086e-06,2.714995073943962e-06,3.323313326315602e-06,4.198551213699842e-06,5.1021395007242474e-06,3.4379503638304535e-06,2.9394109499536142e-06,54000
2052,2.0374514299703604e-06,2.275240493503361e-06,2.785871313193411e-06,3.803659915710966e-06,4.703202964861929e-06,2.429044984649718e-06,2.7411030885701134e-06,3.3261542340639686e-06,4.380324903072062e-06,5.17775881275225e-06,3.498798545516603e-06,2.9846800465148197e-06,54000
2053,2.0685722983415644e-06,2.3139708535779846e-06,2.8228882307246295e-06,3.882384831079833e-06,4.81280729065503e-06,2.454019369085003e-06,2.766147427868402e-06,3.3314672014973592e-06,4.73389512371855e-06,5.231435380423313e-06,3.5563666601379225e-06,3.0373345866981555e-06,54000
2054,2.097006882628705e-06,2.348546299124621e-06,2.8529162534596253e-06,3.97054670745689e-06,4.877083538445958e-06,2.482923182780395e-06,2.7959405268448587e-06,3.3601211993490836e-06,4.849981539059061e-06,5.27922868334949e-06,3.6127143907188464e-06,3.082499413023393e-06,54000
2055,2.118247519078409e-06,2.3784752437450153e-06,2.8798252778017286e-06,4.036086794343419e-06,4.926788748349508e-06,2.4933578913764515e-06,2.819257835719135e-06,3.3655705389494787e-06,4.916989586877225e-06,5.326844042158981e-06,3.6493497766636767e-06,3.1174380463776274e-06,54000
2056,2.144693063144132e-06,2.410472651952489e-06,2.902953054828572e-06,4.090337815938483e-06,4.967171820524641e-06,2.5157132369365542e-06,2.8393539293248756e-06,3.361923207629846e-06,4.955387130929182e-06,5.365344280272535e-06,3.676529263235832e-06,3.1506188868499434e-06,54000
2057,2.1639267998807555e-06,2.436493026536368e-06,2.931220976165605e-06,4.168331446834372e-06,5.011639019869562e-06,2.5316064977601153e-06,2.862518268804888e-06,3.4157377522359477e-06,5.006633137766677e-06,5.405122921029864e-06,3.724989696824517e-06,3.1902322881903548e-06,54000
