year,delta_slr_p05_unw_cm,delta_slr_p17_unw_cm,delta_slr_p50_unw_cm,delta_slr_p83_unw_cm,delta_slr_p95_unw_cm,delta_slr_p05_cm,delta_slr_p17_cm,delta_slr_p50_cm,delta_slr_p83_cm,delta_slr_p95_cm,delta_slr_mean_cm,delta_slr_mean_unw_cm,n_tuples
1877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000
2031,-2.7986450490402603e-06,-2.798645041934833e-06,-1.8657633624741266e-06,-1.6277507270956448e-06,-1.0881239909110718e-06,-2.798645050816617e-06,-2.7986450472639035e-06,-2.3322042057571934e-06,-1.865763357145056e-06,-1.6277507270956448e-06,-2.248566471656934e-06,-1.9677499249303218e-06,54000
2032,-5.038124767331453e-06,-4.6267530825616635e-06,-3.5198383843138004e-06,-2.5908506185068347e-06,-2.3786335062503382e-06,-5.311329069906163e-06,-5.024087400451705e-06,-4.065776226763518e-06,-3.4878352415613738e-06,-2.67668949205589e-06,-4.185843020094017e-06,-3.6311056894839523e-06,54000
2033,-6.9367912986173504e-06,-6.207031520109041e-06,-5.223905843898535e-06,-3.861755034062498e-06,-3.3152985426276873e-06,-7.489192237510225e-06,-6.871955971986968e-06,-6.115550025838315e-06,-5.227357466997986e-06,-4.204600379148594e-06,-5.951990105913424e-06,-5.122394818401254e-06,54000
2034,-8.770600964247422e-06,-8.004767422633563e-06,-6.504743917723488e-06,-5.068904991318846e-06,-4.278804048851725e-06,-9.728341143148407e-06,-8.769677050223808e-06,-7.565280372834873e-06,-6.498328563691965e-06,-5.393220851733101e-06,-7.569455341291253e-06,-6.491249007783158e-06,54000
2035,-1.0190307435475886e-05,-9.451436868932461e-06,-7.755790961461173e-06,-6.004658810567776e-06,-5.209593506716459e-06,-1.1542008700365095e-05,-1.0179421037491659e-05,-9.067046452839013e-06,-7.763731467595334e-06,-6.6128999955098765e-06,-9.084942840789283e-06,-7.766518587742523e-06,54000
2036,-1.1826777184875682e-05,-1.0791975774093743e-05,-9.02380486600407e-06,-7.053199921536191e-06,-6.141964913641829e-06,-1.337161542550729e-05,-1.1604209622041685e-05,-1.0774495520495593e-05,-9.029020914561511e-06,-7.63763152423057e-06,-1.0523607812262727e-05,-8.97639297754224e-06,54000
2037,-1.3454790168676567e-05,-1.2316159482921307e-05,-1.0123848571907956e-05,-8.06718544660967e-06,-6.954104480794201e-06,-1.5209519063358486e-05,-1.3835672171303757e-05,-1.2344567223492069e-05,-1.028681809382686e-05,-8.680849649821259e-06,-1.1891380500373178e-05,-1.0125546587646277e-05,54000
2038,-1.4742035748671612e-05,-1.3658650123087313e-05,-1.1185711313643765e-05,-8.968724566233988e-06,-7.565056092850854e-06,-1.6599877448401824e-05,-1.524646672761429e-05,-1.3648320099569418e-05,-1.154746011192567e-05,-9.739346442375477e-06,-1.3208560036327805e-05,-1.1229021194564152e-05,54000
2039,-1.6197136639561903e-05,-1.4945992401127484e-05,-1.223689643570225e-05,-9.747306790757193e-06,-8.465278602631799e-06,-1.799516718845248e-05,-1.6635970244817197e-05,-1.4889211420609797e-05,-1.2295113080353825e-05,-1.0795125743433148e-05,-1.4472205246341588e-05,-1.2287522006023176e-05,54000
2040,-1.79720797035543e-05,-1.6147115712463743e-05,-1.3208103476713973e-05,-1.06905414195424e-05,-8.982736689855389e-06,-1.9399452129248888e-05,-1.8017993981498896e-05,-1.609237093094175e-05,-1.3200351623614061e-05,-1.1813007737780577e-05,-1.569386609588045e-05,-1.3313376487869422e-05,54000
2041,-1.9337579496792046e-05,-1.7308156279298714e-05,-1.4041586577917542e-05,-1.1660109867808189e-05,-9.851355094525616e-06,-2.080294800545221e-05,-1.9391662713098856e-05,-1.7251794622885807e-05,-1.4445168268243263e-05,-1.285806963668276e-05,-1.6880760869193464e-05,-1.4305668898510116e-05,54000
2042,-2.0627106334814015e-05,-1.8546993117567466e-05,-1.503914122924499e-05,-1.2099980569946212e-05,-1.0400795355813842e-05,-2.2213211957377098e-05,-2.0765504836496844e-05,-1.8591815120561128e-05,-1.5256516732117625e-05,-1.3600597484155774e-05,-1.8033594844805366e-05,-1.5271655479582277e-05,54000
2043,-2.158189815499867e-05,-1.9813973298070664e-05,-1.5780138546972466e-05,-1.315653464571298e-05,-1.1189898235830497e-05,-2.3617431767080887e-05,-2.2133134028302908e-05,-1.988276260579873e-05,-1.6085110565733082e-05,-1.446183877596106e-05,-1.914606320062233e-05,-1.6203087188343592e-05,54000
2044,-2.252583224340299e-05,-2.1046387546910238e-05,-1.666529239940928e-05,-1.3515544845592586e-05,-1.1730900808260007e-05,-2.5021982338241936e-05,-2.349803276560027e-05,-2.1115802018437113e-05,-1.7332199081774862e-05,-1.5502350604449876e-05,-2.0255401590153054e-05,-1.7144948837836233e-05,54000
2045,-2.3801427447089908e-05,-2.1764103687118563e-05,-1.7673918220495466e-05,-1.4258109696854151e-05,-1.2504756941389416e-05,-2.641930514909351e-05,-2.4844100471871784e-05,-2.183612293276659e-05,-1.7725348524188077e-05,-1.597381760474762e-05,-2.5173498309710923e-05,-3.5083130209551586e-05,54000
2046,-2.5095500190097653e-05,-2.2918680947441317e-05,-1.816852482861009e-05,-1.4880371329191177e-05,-1.3113621343840978e-05,-2.7772657122252738e-05,-2.612219268188101e-05,-2.310145358868098e-05,-1.8971080269293865e-05,-1.696719718733303e-05,-3.431096332070655e-05,-5.310865407639525e-05,54000
2047,-2.6365939114114665e-05,-2.4106379905930454e-05,-1.907696965375294e-05,-1.5328969612582454e-05,-1.3760767531501018e-05,-2.8343764062825487e-05,-2.6697942716546104e-05,-2.4291182113806367e-05,-1.93489612510151e-05,-1.7430635341495107e-05,-3.535949651213166e-05,-5.40517284518988e-05,54000
2048,-2.7632867400306792e-05,-2.5290249187683854e-05,-1.9666951155628e-05,-1.6276767353602394e-05,-1.4214235378950949e-05,-2.9727821234463986e-05,-2.8036305779034065e-05,-2.5360880758514916e-05,-2.059871472392645e-05,-1.8440812364329143e-05,-3.634677629824504e-05,-5.4873716520216614e-05,54000
2049,-2.8247762596400604e-05,-2.5964860096436836e-05,-2.0728910698153413e-05,-1.681051220693064e-05,-1.481613590321729e-05,-3.1114605658549315e-05,-2.9382182349520538e-05,-2.6403455313869176e-05,-2.0965471488006518e-05,-1.8882761842300488e-05,-0.00013347577641254383,-0.00010581421413318696,54000
2050,-2.9579351414987796e-05,-2.711048747382705e-05,-2.1576836610748273e-05,-1.7416388253934655e-05,-1.5403702809990704e-05,-3.170071542753979e-05,-3.068040251391737e-05,-2.723736854979504e-05,-2.217769893440574e-05,-1.988754536554433e-05,-0.0001351808722229253,-0.00010695401967056035,54000
2051,-3.085300191365548e-05,-2.824342491749121e-05,-2.2254347813444042e-05,-1.7930555082337207e-05,-1.6149379104035688e-05,-3.304028920360812e-05,-3.1192211954432604e-05,-2.833237444928543e-05,-2.2565639687347836e-05,-2.0333762815216263e-05,-0.00013628500911428483,-0.00012374814788033671,54000
2052,-3.154156131586205e-05,-2.896069752580388e-05,-2.2902440562688753e-05,-1.8401110726884444e-05,-1.657061449691355e-05,-3.437521492037073e-05,-3.244479432329733e-05,-2.9529193908844136e-05,-2.2994229371650597e-05,-2.0762545132145833e-05,-0.000137172194108341,-0.00012463462325923566,54000
2053,-3.276368698514887e-05,-3.0047117254596856e-05,-2.4002555917945756e-05,-1.9284411902518174e-05,-1.696593071454089e-05,-3.569376292202908e-05,-3.383776010964656e-05,-3.0060186894775586e-05,-2.4171133145546217e-05,-2.1814395777353837e-05,-0.000138040013887874,-0.0001253621819244378,54000
2054,-3.396948967271385e-05,-3.06563085978695e-05,-2.463090740256746e-05,-1.9777963920297738e-05,-1.743299788898867e-05,-3.629487625861341e-05,-3.42923405972929e-05,-3.117692190499108e-05,-2.4558926000009274e-05,-2.219970750725702e-05,-0.0001390335744231026,-0.00014312720275903352,54000
