,temp_ch,0.05,0.17,0.25,0.5,0.75,0.83,0.95,frac,region,year,it,N
0,-0.1,81.21290656992488,96.61665628174404,98.15573798231244,112.19099577518496,122.58970501946844,127.4135860224762,142.03780824122396,0.2899999999999999,01,5000,2,500
1,-0.05,78.8334956485226,94.33874449075846,96.22917002328212,109.931726120173,120.01332923397295,124.6410481243488,138.7226228330496,0.2899999999999999,01,5000,2,500
2,0.0,76.47204202745318,92.05107762912834,94.2950449726194,107.68329492029392,117.45888727107082,121.89648447747324,135.3953497674228,0.2899999999999999,01,5000,2,500
3,0.05,74.14174756006796,89.75993018500603,92.35574335907708,105.44352340743325,114.93127960042588,119.18510759909992,132.07914113971873,0.2899999999999999,01,5000,2,500
4,0.1,71.85766341829171,87.4742165624053,90.41504674629844,103.20745292896056,112.43474397850667,116.51000570830216,128.80094978804004,0.2899999999999999,01,5000,2,500
5,0.15,69.63236791164861,85.20391834677534,88.47664690211269,100.96809095584273,109.97034160538936,113.87094507357928,125.58396281558218,0.2899999999999999,01,5000,2,500
6,0.2,67.47467601772716,82.95734496402105,86.5432987051933,98.71823665871,107.53463730335125,111.26590967844128,122.44441030421198,0.2899999999999999,01,5000,2,500
7,0.25,65.38925908310863,80.7389008184572,84.61379098720465,96.45253194682591,105.12049083717184,108.69155901275788,119.39015793720016,0.2899999999999999,01,5000,2,500
8,0.3,63.37752491492982,78.5475104101049,82.68227865480982,94.16685980816916,102.71524739023984,106.13957630101574,116.41674497117086,0.2899999999999999,01,5000,2,500
9,0.35,61.43623425164179,76.38149934868565,80.74479255952711,91.86124022728882,100.30689733142388,103.5974784174712,113.5087416659832,0.2899999999999999,01,5000,2,500
10,0.4,59.55545415733963,74.24500592714766,78.80024216675388,89.5367199088351,97.88428742910656,101.04807101172248,110.6326736420458,0.2899999999999999,01,5000,2,500
11,0.45,57.72397005986806,72.14886101666714,76.84382786650805,87.18823162456778,95.42473251729058,98.46493660230595,107.72604404818802,0.2899999999999999,01,5000,2,500
12,0.5000000000000001,55.94715101170798,70.10882672679617,74.88740366957667,84.83922847603155,92.94122770435938,95.8596591037418,104.79439068795426,0.2899999999999999,01,5000,2,500
13,0.55,54.2377966484975,68.13806333351926,72.95349950277236,82.52880129477822,90.47563063954377,93.27473503510812,101.89703143639436,0.2899999999999999,01,5000,2,500
14,0.6000000000000001,52.60303847940011,66.24411444179177,71.06168348469214,80.28849651422964,88.07058267971665,90.75402404992585,99.09661304839116,0.2899999999999999,01,5000,2,500
15,0.65,51.044632932154286,64.42569938373991,69.22413422932783,78.14008358170412,85.75899112281607,88.32777670799328,96.43947949578268,0.2899999999999999,01,5000,2,500
16,0.7000000000000001,49.56127931276989,62.68002178635657,67.44530686420052,76.09123581299622,83.5590521927701,86.01170883760184,93.949176794359,0.2899999999999999,01,5000,2,500
17,0.7500000000000001,48.15594826140487,61.0053678544525,65.72407038100532,74.14334195342389,81.47681295034091,83.81431942918175,91.62999353137444,0.2899999999999999,01,5000,2,500
18,0.8,46.831731593887845,59.40220771501668,64.05451831489896,72.29826198654544,79.51054839335961,81.73751136370163,89.47996748449067,0.2899999999999999,01,5000,2,500
19,0.8500000000000001,45.5890438975653,57.87123708235849,62.435587696426936,70.5629092284108,77.65551713367637,79.77212911300866,87.49154812188083,0.2899999999999999,01,5000,2,500
20,0.9,44.42660646886774,56.40865956444454,60.87423552950697,68.9526040474341,75.90920028586095,77.90659169436842,85.65215850004638,0.2899999999999999,01,5000,2,500
21,0.95,43.3464795716456,55.013038382564034,59.3761216296057,67.47432975204254,74.27491223084952,76.14643290654853,83.9640258395838,0.2899999999999999,01,5000,2,500
22,1.0,42.35111031693647,53.68408331116491,57.942733194194304,66.14885924676801,72.75205716303591,74.50312336517732,82.43840378803289,0.2899999999999999,01,5000,2,500
23,1.05,41.43490175365007,52.42430402709083,56.57587893189695,64.99719443514525,71.35230122466773,73.00625348948769,81.09048276942762,0.2899999999999999,01,5000,2,500
24,1.1,40.58670442147765,51.23626004649861,55.27629175210559,64.02917316522242,70.10171118508583,71.69305718932237,79.93471466498556,0.2899999999999999,01,5000,2,500
25,1.15,39.78050696873961,50.11704360971476,54.043812442085,63.238045944428855,69.02856222046141,70.59748104089326,78.97961161719668,0.2899999999999999,01,5000,2,500
26,1.2,39.000517719351706,49.05698058556579,52.87590253538084,62.60184600063334,68.15523662329652,69.74747091374303,78.22506564410104,0.2899999999999999,01,5000,2,500
27,1.25,38.23869467143003,48.04160367047255,51.77405209257471,62.09898421273848,67.4967288969227,69.1577182700676,77.66204571719884,0.2899999999999999,01,5000,2,500
28,1.3,37.47804153681948,47.04559395178176,50.73666909299061,61.6820318540024,67.04891755444996,68.82497630602366,77.257491540244,0.2899999999999999,01,5000,2,500
29,1.35,36.68659425662854,46.02687266900008,49.744744871203984,61.26218257852571,66.77587458152283,68.71743415648659,76.94940934469987,0.2899999999999999,01,5000,2,500
30,1.4,35.821910244848574,44.92238065995658,48.75946988929427,60.72684885541141,66.61957560742508,68.75700232450887,76.61329095120261,0.2899999999999999,01,5000,2,500
31,1.45,34.8504409403916,43.668099996489794,47.72817842828775,59.93071961568432,66.4953626123806,68.83106592833877,76.09156863356291,0.2899999999999999,01,5000,2,500
32,1.5,33.80875076956942,42.25481247945163,46.600086041796295,58.74419324260472,66.30618014223312,68.8517798713855,75.32306573490973,0.2899999999999999,01,5000,2,500
33,1.55,32.83316892113592,40.76860053814221,45.38082669214636,57.14475002187536,66.032733237341,68.84753754435303,74.45873066508214,0.2899999999999999,01,5000,2,500
34,1.6,32.06057152586873,39.33651019594045,44.14024502283636,55.21706791327388,65.69084448723835,68.92370278540473,73.74238395253771,0.2899999999999999,01,5000,2,500
35,1.65,31.46109906316213,38.03310559466798,42.91055582275107,53.16604061589536,65.27124773839944,69.0331723970989,73.19475957658166,0.2899999999999999,01,5000,2,500
36,1.7,30.933220279414805,36.86631715746977,41.70098654767368,51.1820338724912,64.81237297067851,69.1247577311459,72.77693345692069,0.2899999999999999,01,5000,2,500
37,1.75,30.36429000932121,35.811117911591964,40.48004089772876,49.32848007851852,64.33016658833684,69.12961449211355,72.40709722737148,0.2899999999999999,01,5000,2,500
38,1.8,29.69424109546268,34.8330778224536,39.21735364103366,47.58981726775234,63.78790740946291,68.94969433818586,71.99864876547277,0.2899999999999999,01,5000,2,500
39,1.85,28.91871629249228,33.906017900690955,37.91061314257326,45.94144396610752,63.12945990337969,68.52295871420455,71.53567067267889,0.2899999999999999,01,5000,2,500
40,1.9,28.052014887127417,33.01387444688559,36.574135718383175,44.38152719224203,62.31543772663438,67.83254986261836,71.02057704117153,0.2899999999999999,01,5000,2,500
41,1.95,27.09943391173945,32.14304267323425,35.22697940945898,42.931367718762594,61.321576362286976,66.8885406866142,70.4266824312169,0.2899999999999999,01,5000,2,500
42,2.0,26.046995984018142,31.27075735566852,33.88816796044748,41.606172405830016,60.15367704610241,65.72349648411429,69.70110546726114,0.2899999999999999,01,5000,2,500
43,2.05,24.887809533381013,30.374811575892803,32.582462654437606,40.38143311643469,58.87225201959574,64.40858377539834,68.81202102293055,0.2899999999999999,01,5000,2,500
44,2.1,23.67263672477876,29.447138897155888,31.350702470986946,39.17631980393081,57.57633449957641,63.0533908298669,67.78837845072223,0.2899999999999999,01,5000,2,500
45,2.15,22.53010549754099,28.47016492935231,30.24187886398623,37.89295943681047,56.38451101228178,61.80205367176505,66.74394423733163,0.2899999999999999,01,5000,2,500
46,2.2,21.58534411460799,27.452189160078884,29.263790262053902,36.51969729159037,55.347616161625965,60.75457750722539,65.84195024933089,0.2899999999999999,01,5000,2,500
47,2.25,20.829443934507403,26.455006181720638,28.379455955566765,35.176777672339966,54.39205913982935,59.840785152808245,65.13399938880436,0.2899999999999999,01,5000,2,500
48,2.3000000000000003,20.21604338161541,25.519042388730742,27.59637764302528,33.963038041465,53.51490235577759,59.04149528717575,64.61014798160029,0.2899999999999999,01,5000,2,500
49,2.35,19.674814537106307,24.65777749302621,26.90596892631481,32.92771527354934,52.72347890607163,58.37214212345468,64.20714356825584,0.2899999999999999,01,5000,2,500
50,2.4,19.16143433399441,23.87683483785745,26.29389552922224,32.0962447178507,52.03649343297485,57.84335844862268,63.858313510790126,0.2899999999999999,01,5000,2,500
51,2.45,18.6554980226972,23.18609402098399,25.752683714399,31.489076521173025,51.47340086468631,57.43079051637214,63.50951810969181,0.2899999999999999,01,5000,2,500
52,2.5,18.137201566132838,22.584614635131565,25.2665501513092,31.095670333053526,51.035499195017664,57.08386403925434,63.13911140366686,0.2899999999999999,01,5000,2,500
53,2.5500000000000003,17.58766390950314,22.057099883832127,24.815405602656487,30.87154490654888,50.70162780059043,56.7543185541868,62.75845641256939,0.2899999999999999,01,5000,2,500
54,2.6,16.99260211384352,21.577505731243185,24.37612366483189,30.756144118496653,50.43802990623142,56.40581801270393,62.3795268472385,0.2899999999999999,01,5000,2,500
55,2.65,16.34620845485994,21.11770417231665,23.93107414953624,30.682778034801466,50.207646979608185,56.02463730919854,62.0114790184189,0.2899999999999999,01,5000,2,500
56,2.7,15.664484945124851,20.65725377577395,23.47534798246445,30.60627804153124,49.97581796188717,55.611395514813886,61.65026159774738,0.2899999999999999,01,5000,2,500
57,2.75,14.984370351536084,20.19675992646884,23.019978839672017,30.50949963499153,49.71648053666421,55.17582326998637,61.28776660095414,0.2899999999999999,01,5000,2,500
58,2.8000000000000003,14.318580411453109,19.736588326515072,22.566336512448306,30.38223066991727,49.41743397237355,54.71701142965135,60.93559312193503,0.2899999999999999,01,5000,2,500
59,2.85,13.670306854907382,19.278333163680344,22.109335982695143,30.211393993521792,49.08620942010617,54.24510821042453,60.61166603451898,0.2899999999999999,01,5000,2,500
60,2.9,13.041385565912323,18.82266548997457,21.64304251875415,29.982702356399653,48.72973261438093,53.77320477401853,60.32601382792517,0.2899999999999999,01,5000,2,500
61,2.95,12.433644731311109,18.372588965282333,21.16240728981875,29.687592408716597,48.35232260878614,53.311681386834735,60.07131770623109,0.2899999999999999,01,5000,2,500
62,3.0,11.851006224056968,17.928927568765978,20.66846991715428,29.32607724393142,47.95739626736926,52.863253895306094,59.82679403221586,0.2899999999999999,01,5000,2,500
63,3.0500000000000003,11.300010182497116,17.491966681873862,20.166238328178213,28.9003070464022,47.54616828151704,52.41967063958611,59.58843564729633,0.2899999999999999,01,5000,2,500
64,3.1,10.786294004714897,17.060011548289157,19.660146611587127,28.41941169445056,47.11988068824044,51.974717619725865,59.35795557339459,0.2899999999999999,01,5000,2,500
65,3.15,10.313775553560374,16.62932667669425,19.15326526949696,27.893917769983936,46.67857570547349,51.52535247290943,59.13545059941053,0.2899999999999999,01,5000,2,500
66,3.2,9.884341415751017,16.198179182645223,18.64845300883526,27.33872079156652,46.22460887114711,51.069772628926,58.9224475707648,0.2899999999999999,01,5000,2,500
