,temp_ch,0.17,0.5,0.83,frac,region,year,it,N
0,-0.4,86.5620412926779,103.82677900362594,113.02369687572563,0.2899999999999999,01,5000,2,500
1,-0.35,85.3362898439252,102.88252747042765,112.59587222276652,0.2899999999999999,01,5000,2,500
2,-0.3,84.12701466638366,101.94227192043653,112.158290285884,0.2899999999999999,01,5000,2,500
3,-0.25,82.93981710316557,101.00984346672752,111.71416172126234,0.2899999999999999,01,5000,2,500
4,-0.2,81.7791827763103,100.08839966394784,111.26124193811562,0.2899999999999999,01,5000,2,500
5,-0.15,80.64869640308426,99.18149056265636,110.7950744908352,0.2899999999999999,01,5000,2,500
6,-0.1,79.5502165820824,98.291086835614,110.31018963037766,0.2899999999999999,01,5000,2,500
7,-0.0500000000000001,78.4830203094841,97.41601899694436,109.80062307594164,0.2899999999999999,01,5000,2,500
8,-1.1102230246251563e-16,77.44507009805936,96.55422332156074,109.2619096950336,0.2899999999999999,01,5000,2,500
9,0.0499999999999998,76.43560810399335,95.70570260963764,108.69305934038042,0.2899999999999999,01,5000,2,500
10,0.0999999999999998,75.45114703605906,94.86563019873762,108.091734281678,0.2899999999999999,01,5000,2,500
11,0.1499999999999998,74.4846263435833,94.02550378745693,107.45446535915414,0.2899999999999999,01,5000,2,500
12,0.1999999999999998,73.52768394267243,93.17614669069744,106.77796225129124,0.2899999999999999,01,5000,2,500
13,0.2499999999999999,72.57408072736749,92.30861858422573,106.05826850427488,0.2899999999999999,01,5000,2,500
14,0.2999999999999998,71.61810474037999,91.41483216060834,105.28994516322074,0.2899999999999999,01,5000,2,500
15,0.3499999999999997,70.65210094692421,90.48837923898772,104.47032066645484,0.2899999999999999,01,5000,2,500
16,0.3999999999999998,69.66895161101714,89.52505696677196,103.59977979346102,0.2899999999999999,01,5000,2,500
17,0.4499999999999998,68.66382555418868,88.52241728010064,102.68036452851348,0.2899999999999999,01,5000,2,500
18,0.4999999999999998,67.63362525500887,87.47851912313142,101.71363508703848,0.2899999999999999,01,5000,2,500
19,0.5499999999999997,66.57691111545785,86.39087638898415,100.69972072382824,0.2899999999999999,01,5000,2,500
20,0.5999999999999998,65.49344627726802,85.25879180709636,99.637317245095,0.2899999999999999,01,5000,2,500
21,0.6499999999999998,64.38395172458996,84.08207889076009,98.5232580056896,0.2899999999999999,01,5000,2,500
22,0.6999999999999996,63.25053916692163,82.86419207348575,97.35539723088613,0.2899999999999999,01,5000,2,500
23,0.7499999999999997,62.097083269580985,81.61189032142777,96.13704726989891,0.2899999999999999,01,5000,2,500
24,0.7999999999999997,60.92880425809635,80.33343967404487,94.87552310991504,0.2899999999999999,01,5000,2,500
25,0.8499999999999998,59.75106168110651,79.03613232628072,93.5793079818535,0.2899999999999999,01,5000,2,500
26,0.8999999999999998,58.568008062826216,77.72425124206725,92.25415424119085,0.2899999999999999,01,5000,2,500
