block,component,scenario,horizon,metric,arm,value,unit,value_sigma,note,verdict
H,ais,,,hindcast/full,L32,0.14754583049686423,cm,0.8811641084131675,bias -0.1149 cm = -0.69 sd; cov90 79%; n=126,PASS
H,ais,,,hindcast/full,L27*,0.11779245591006257,cm,0.7034728398644485,bias -0.0067 cm = -0.04 sd; cov90 64%; n=126,PASS
H,ais,,,hindcast/full,BRICK 2.0,1.4765841823263115,cm,8.818364979444151,bias -1.0797 cm = -6.45 sd; cov90 32%; n=126,FAIL
H,ais,,,hindcast/1920-1949,L32,0.17920004767768588,cm,1.0702074718598105,bias -0.1787 cm = -1.07 sd; cov90 100%; n=30,WARN
H,ais,,,hindcast/1920-1949,L27*,0.01288202194810127,cm,0.07693321692813783,bias +0.0120 cm = +0.07 sd; cov90 100%; n=30,PASS
H,ais,,,hindcast/1920-1949,BRICK 2.0,1.8243334045678734,cm,10.895171435688747,bias -1.7965 cm = -10.73 sd; cov90 0%; n=30,FAIL
H,ais,,,hindcast/1950-1992,L32,0.0784531808424313,cm,0.46853324771293475,bias -0.0466 cm = -0.28 sd; cov90 93%; n=43,PASS
H,ais,,,hindcast/1950-1992,L27*,0.06220234529228027,cm,0.37148100997571065,bias +0.0554 cm = +0.33 sd; cov90 70%; n=43,PASS
H,ais,,,hindcast/1950-1992,BRICK 2.0,0.6899485978891496,cm,4.120468460969681,bias -0.5807 cm = -3.47 sd; cov90 16%; n=43,FAIL
H,ais,,,hindcast/1993-2026,L32,0.1691991807159266,cm,1.0104809110343278,bias -0.1136 cm = -0.68 sd; cov90 27%; n=33,PASS
H,ais,,,hindcast/1993-2026,L27*,0.21269491517724576,cm,1.2702434536105394,bias -0.1459 cm = -0.87 sd; cov90 3%; n=33,PASS
H,ais,,,hindcast/1993-2026,BRICK 2.0,0.09580751152850316,cm,0.5721757110384218,bias -0.0564 cm = -0.34 sd; cov90 100%; n=33,PASS
H,glaciers,,,hindcast/full,L32,0.31832193470539016,cm,0.6930772517598567,bias +0.0609 cm = +0.13 sd; cov90 69%; n=124,PASS
H,glaciers,,,hindcast/full,L27*,0.3174627205905463,cm,0.691206498624543,bias +0.0615 cm = +0.13 sd; cov90 69%; n=124,PASS
H,glaciers,,,hindcast/full,BRICK 2.0,1.5474937255553283,cm,3.369333311624119,bias +0.9400 cm = +2.05 sd; cov90 42%; n=124,WARN
H,glaciers,,,hindcast/1920-1949,L32,0.18318134604779424,cm,0.39883781182084754,bias -0.0006 cm = -0.00 sd; cov90 100%; n=30,PASS
H,glaciers,,,hindcast/1920-1949,L27*,0.18170613484030151,cm,0.39562585807848083,bias +0.0017 cm = +0.00 sd; cov90 100%; n=30,PASS
H,glaciers,,,hindcast/1920-1949,BRICK 2.0,1.5931687653849735,cm,3.4687808445390305,bias +1.4701 cm = +3.20 sd; cov90 0%; n=30,FAIL
H,glaciers,,,hindcast/1950-1992,L32,0.23038529057797014,cm,0.5016142044608268,bias -0.1162 cm = -0.25 sd; cov90 56%; n=43,PASS
H,glaciers,,,hindcast/1950-1992,L27*,0.22890217470524404,cm,0.49838504001740963,bias -0.1153 cm = -0.25 sd; cov90 56%; n=43,PASS
H,glaciers,,,hindcast/1950-1992,BRICK 2.0,0.1269048162459891,cm,0.27630782453073094,bias +0.0552 cm = +0.12 sd; cov90 95%; n=43,PASS
H,glaciers,,,hindcast/1993-2026,L32,0.045271978168666994,cm,0.09856995321391103,bias -0.0199 cm = -0.04 sd; cov90 39%; n=31,PASS
H,glaciers,,,hindcast/1993-2026,L27*,0.04550191453570076,cm,0.0990705899843268,bias -0.0205 cm = -0.04 sd; cov90 39%; n=31,PASS
H,glaciers,,,hindcast/1993-2026,BRICK 2.0,0.21428384839489736,cm,0.46655679219691054,bias +0.1441 cm = +0.31 sd; cov90 35%; n=31,PASS
H,gis,,,hindcast/full,L32,0.19519921883131483,cm,1.065627757828882,bias -0.1408 cm = -0.77 sd; cov90 35%; n=126,PASS
H,gis,,,hindcast/full,L27*,0.19594511825854183,cm,1.0696997573940474,bias -0.1422 cm = -0.78 sd; cov90 35%; n=126,PASS
H,gis,,,hindcast/full,BRICK 2.0,0.703015155566193,cm,3.8378865880253317,bias -0.5958 cm = -3.25 sd; cov90 19%; n=126,FAIL
H,gis,,,hindcast/1920-1949,L32,0.19867310107954317,cm,1.0845923078578459,bias -0.1504 cm = -0.82 sd; cov90 60%; n=30,PASS
