draw,config,component,horizon,arm,value_cm
1,cfg_181524,glaciers,2100,fixed,7.716129951780938
2,cfg_553480,glaciers,2100,fixed,6.0934764879220165
3,cfg_103063,glaciers,2100,fixed,6.616630220260367
4,cfg_1592837,glaciers,2100,fixed,7.956592663251737
5,cfg_1031306,glaciers,2100,fixed,9.699797086378503
6,cfg_831286,glaciers,2100,fixed,9.520270382387618
7,cfg_1331166,glaciers,2100,fixed,6.103413294281012
8,cfg_702082,glaciers,2100,fixed,6.687693887397437
9,cfg_965336,glaciers,2100,fixed,5.887580154360459
10,cfg_1334716,glaciers,2100,fixed,5.637986852305746
11,cfg_281131,glaciers,2100,fixed,6.283842853392726
12,cfg_490187,glaciers,2100,fixed,6.042548134716595
13,cfg_452339,glaciers,2100,fixed,6.855769794354746
14,cfg_385,glaciers,2100,fixed,7.298119931521152
15,cfg_594371,glaciers,2100,fixed,6.987650517531689
16,cfg_302250,glaciers,2100,fixed,9.284105380680666
17,cfg_463509,glaciers,2100,fixed,9.08935254899372
18,cfg_293972,glaciers,2100,fixed,9.184074026148265
19,cfg_901977,glaciers,2100,fixed,6.917514664908056
20,cfg_993287,glaciers,2100,fixed,7.56276421512784
21,cfg_222232,glaciers,2100,fixed,8.057555548626357
22,cfg_685044,glaciers,2100,fixed,7.943560077312428
23,cfg_386203,glaciers,2100,fixed,7.891869521900701
24,cfg_1282494,glaciers,2100,fixed,7.786866297402447
25,cfg_1171958,glaciers,2100,fixed,9.0497455148879
26,cfg_1482237,glaciers,2100,fixed,7.912405655737167
27,cfg_999353,glaciers,2100,fixed,8.498841667751037
28,cfg_536706,glaciers,2100,fixed,5.38532819785437
29,cfg_57613,glaciers,2100,fixed,6.169705132717409
30,cfg_940684,glaciers,2100,fixed,6.08850909515913
31,cfg_1439245,glaciers,2100,fixed,6.083652391062869
32,cfg_903596,glaciers,2100,fixed,6.990589387436837
33,cfg_1387451,glaciers,2100,fixed,7.764195791739465
34,cfg_56597,glaciers,2100,fixed,8.77792729097469
35,cfg_1554955,glaciers,2100,fixed,8.77384417838418
36,cfg_831398,glaciers,2100,fixed,9.740003233831045
37,cfg_137014,glaciers,2100,fixed,8.730538082011732
38,cfg_1110908,glaciers,2100,fixed,6.083764204287353
39,cfg_1547606,glaciers,2100,fixed,8.80731158899202
40,cfg_1501254,glaciers,2100,fixed,8.680867031877881
41,cfg_1467155,glaciers,2100,fixed,7.916425504892002
42,cfg_315472,glaciers,2100,fixed,7.744889308900651
43,cfg_1478574,glaciers,2100,fixed,6.318244633152364
44,cfg_155731,glaciers,2100,fixed,5.219856305842324
45,cfg_192688,glaciers,2100,fixed,9.58052748469238
