gate,key,value,verdict
PAIRING,configs_used,841.0,PASS
PAIRING,median_dgmst_bias_degC,0.013608874999999632,PASS
CONTROL,glaciers_med_2100,-0.040961223889866005,PASS
CONTROL,glaciers_med_2150,-0.10191693822704018,PASS
CONTROL,glaciers_med_2300,-0.14093168854910232,PASS
CONTROL,gis_med_2100,-0.006956163078468691,PASS
CONTROL,gis_med_2150,-0.02717286152716447,PASS
CONTROL,gis_med_2300,-0.010691459753584098,PASS
CONTROL,ais_med_2100,1.7319510840453098,CHECK
CONTROL,ais_med_2150,2.8304956245706734,CHECK
CONTROL,ais_med_2300,5.797731527307974,CHECK
CONTROL,te_med_2100,-0.0003381040308099159,PASS
CONTROL,te_med_2150,-0.000500280334371439,PASS
CONTROL,te_med_2300,-0.0007885015577500099,PASS
CONTROL,lws_med_2100,0.0,PASS
CONTROL,lws_med_2150,0.0,PASS
CONTROL,lws_med_2300,0.0,PASS
CONTROL,total_med_2100,1.6894467010667853,CHECK
CONTROL,total_med_2150,3.188531189144456,CHECK
CONTROL,total_med_2300,6.7670087368364875,CHECK
CALIB-MOVE,glaciers_max_cm,0.0,measured
CALIB-MOVE,gis_max_cm,0.0,measured
CALIB-MOVE,ais_max_cm,0.08070580533683369,measured
CALIB-MOVE,te_max_cm,1.7730675110311411,measured
CALIB-MOVE,lws_max_cm,0.0,measured
CALIB-MOVE,total_max_cm,1.8053711093742173,measured
SUM,fixed_max_cm,1.1368683772161603e-13,PASS
SUM,joint_max_cm,1.7053025658242404e-13,PASS
