component,draw,chain_seed,rate,accel
ais,1,2026,0.033631537216052734,0.0007707162037284229
ais,2,2026,0.0309517756404275,0.0010286468113274798
ais,3,2026,0.03173301716048728,0.0005686675877579451
ais,4,2026,0.03189193454610715,0.0009712240374387431
ais,5,2026,0.030898550854690107,0.0011865656890950305
ais,6,2026,0.031255861386880746,0.000998654296874721
ais,7,2026,0.0317782595906401,0.000989811590327213
ais,8,2026,0.031932168506684115,0.000582176630837216
ais,9,2026,0.031899091953184515,0.0005370668471571115
ais,10,2026,0.031481669508054616,0.0005474491025743397
ais,11,2026,0.030794987939351287,0.0010696748100556853
ais,12,2026,0.032378626651039445,0.0007865228912340471
ais,13,2026,0.032031638545605846,0.0006151555841640323
ais,14,2026,0.03069310213481902,0.0010064976975267858
ais,15,2026,0.03238742991413725,0.0008693798768191485
ais,16,2026,0.03229113907395427,0.0009471616381454096
ais,17,2026,0.03086299751391523,0.00040732247053742256
ais,18,2026,0.033810889658832825,0.0004976276450711945
ais,19,2026,0.03102378603749462,0.0004844844406516468
ais,20,2026,0.031687836173592984,0.0009479382957134168
ais,21,2026,0.031449571363508864,0.0006318029879994629
ais,22,2026,0.032926683149749586,0.0006738690591348005
ais,23,2026,0.031974989956643614,0.0011975447518779772
ais,24,2026,0.03290593018374414,0.0011052421021459976
ais,25,2026,0.030485882846267756,0.0009933280684404405
ais,26,2026,0.03323967596261026,0.0012369450368097256
ais,27,2026,0.03052330899861168,0.001149232150098331
ais,28,2026,0.03145142868421185,0.000721544130496333
ais,29,2026,0.030149342380620794,0.0005438264201910258
ais,30,2026,0.0332734220878826,0.0006969400196338537
ais,31,2026,0.03264743885357131,0.00064522859546815
ais,32,2026,0.03222192692650652,0.0006211933445322856
ais,33,2026,0.032601442469713277,0.0007819959252479358
ais,34,2026,0.0318702313487357,0.0007264131636316825
ais,35,2026,0.03252403436594502,0.0008243376899791205
ais,36,2026,0.032474323378454246,0.0005586496910587849
ais,37,2026,0.03237114783547375,0.0011258375398243653
ais,38,2026,0.03203949109675999,0.0005129982347136643
ais,39,2026,0.029507279495491767,0.0009784158593219904
ais,40,2026,0.03141085210140659,0.0013387394599921325
ais,41,2026,0.03247207621311193,0.0009569679391902588
ais,42,2026,0.030765560294718698,0.0010483124026322871
ais,43,2026,0.035293738243395,0.0006387752026863621
ais,44,2026,0.03370160071117674,0.0006660393543042834
ais,45,2026,0.032478207946905056,0.0007430670337969463
ais,46,2026,0.03336631215226323,0.0007358031038200027
ais,47,2026,0.033947394691840965,0.0008162004018481168
ais,48,2026,0.02967388529517451,0.0009588436618988234
ais,49,2026,0.031867037647323175,0.0009348599318341149
ais,50,2026,0.03108447116587566,0.0011655723860892844
ais,51,2026,0.03220473325253689,0.000894223737840677
ais,52,2026,0.029898687698721955,0.0010304760962179156
ais,53,2026,0.03130722192612418,0.0009930986139471193
ais,54,2026,0.03202107037935454,0.0006710238225118477
ais,55,2026,0.03195056242911988,0.000543864256966535
ais,56,2026,0.030008180967860763,0.0006633135570174423
ais,57,2026,0.03391927727675163,0.0005349319050918631
ais,58,2026,0.03549627651673632,0.0006477096247108072
ais,59,2026,0.03052098442884512,0.0007241824486799332
ais,60,2026,0.03409393873500331,0.0007578234365106706
ais,61,2026,0.03206218754848952,0.0014393546717307044
ais,62,2026,0.03189920825208031,0.0010220529562596746
ais,63,2026,0.03136337694069816,0.0008467250138882488
ais,64,2026,0.03113617628575094,0.0005454389685925909
ais,65,2026,0.03182510183709075,0.0007932929859271847
ais,66,2026,0.03193303871518363,0.000999497196042787
ais,67,2026,0.032769099685978555,0.0011764139871481716
ais,68,2026,0.034870998915065864,0.0008550445411232166
ais,69,2026,0.03217397550558177,0.0005845589819870005
ais,70,2026,0.03153880706697677,0.0007976573001945629
ais,71,2026,0.03062870924829264,0.0006818731346198791
ais,72,2026,0.031296146492284016,0.0006446534021931427
ais,73,2026,0.03057269650311952,0.0005774173078498638
ais,74,2026,0.030612863453305002,0.0009898650999731952
ais,75,2026,0.03254953104060164,0.0008540333752839379
ais,76,2026,0.03288575985682739,0.0007078255931608727
ais,77,2026,0.03109845217125092,0.0008040299583415988
ais,78,2026,0.03312002688854684,0.000656867146331133
ais,79,2026,0.031859106669096145,0.0006026190858012594
ais,80,2026,0.03022166459921628,0.0006182859872977685
ais,81,2026,0.032644861762018515,0.0005755482035777764
ais,82,2026,0.029883333418575787,0.00036717928255658845
ais,83,2026,0.03226184181102137,0.0005975255516610903
ais,84,2026,0.03089591058071709,0.0009030490445659895
ais,85,2026,0.0315485446309997,0.0008589052858092932
ais,86,2026,0.031139879570572265,0.0006496609879596089
