gate,key,value,verdict
PAIRING,configs_used,841.0,PASS
PAIRING,median_dgmst_bias_degC,0.008130824999999953,PASS
CONTROL,glaciers_med_2100,0.0,PASS
CONTROL,glaciers_med_2150,0.0,PASS
CONTROL,glaciers_med_2300,0.0,PASS
CONTROL,gis_med_2100,0.0,PASS
CONTROL,gis_med_2150,0.0,PASS
CONTROL,gis_med_2300,0.0,PASS
CONTROL,ais_med_2100,0.0,PASS
CONTROL,ais_med_2150,0.0,PASS
CONTROL,ais_med_2300,0.0,PASS
CONTROL,te_med_2100,0.0,PASS
CONTROL,te_med_2150,0.0,PASS
CONTROL,te_med_2300,0.0,PASS
CONTROL,lws_med_2100,0.0,PASS
CONTROL,lws_med_2150,0.0,PASS
CONTROL,lws_med_2300,0.0,PASS
CONTROL,total_med_2100,0.0,PASS
CONTROL,total_med_2150,0.0,PASS
CONTROL,total_med_2300,0.0,PASS
SPLICE-IDENTITY,max_cm_through_1998,0.0,PASS
SPLICE-IDENTITY,first_divergence_year,2015.0,measured
OHC-OFFSET,max_cm,4.263256414560601e-14,CANCELS
CALIB-MOVE,glaciers_max_cm,0.0,measured
CALIB-MOVE,gis_max_cm,0.0,measured
CALIB-MOVE,ais_max_cm,2.8484096465074886,measured
CALIB-MOVE,te_max_cm,2.199366516419892,measured
CALIB-MOVE,lws_max_cm,0.0,measured
CALIB-MOVE,total_max_cm,2.7825304195785066,measured
SUM,fixed_max_cm,5.684341886080802e-14,PASS
SUM,joint_max_cm,1.7053025658242404e-13,PASS
