draw,config,component,horizon,arm,value_cm
1,m0095,glaciers,2100,fixed,13.940965374969192
2,m0276,glaciers,2100,fixed,10.672005882014597
3,m0047,glaciers,2100,fixed,12.806925533197449
4,m0569,glaciers,2100,fixed,13.543140205925516
5,m0529,glaciers,2100,fixed,15.773975402518989
6,m0428,glaciers,2100,fixed,16.19677655100796
7,m0335,glaciers,2100,fixed,10.99377120304252
8,m0349,glaciers,2100,fixed,11.439765680011364
9,m0496,glaciers,2100,fixed,11.026259380687492
10,m0287,glaciers,2100,fixed,10.016292716632675
11,m0147,glaciers,2100,fixed,11.768335238988985
12,m0237,glaciers,2100,fixed,10.888314683133258
13,m0224,glaciers,2100,fixed,11.879036737278069
14,m0000,glaciers,2100,fixed,12.152586219062018
15,m0295,glaciers,2100,fixed,12.11884383283654
16,m0160,glaciers,2100,fixed,16.017012644838225
17,m0226,glaciers,2100,fixed,15.368776451846827
18,m0152,glaciers,2100,fixed,16.163370505930356
19,m0460,glaciers,2100,fixed,13.354394587382465
20,m0509,glaciers,2100,fixed,14.242612774023407
21,m0114,glaciers,2100,fixed,13.367648676445771
22,m0339,glaciers,2100,fixed,13.342197440745883
23,m0197,glaciers,2100,fixed,12.994295700369399
24,m0599,glaciers,2100,fixed,13.207921426785918
25,m0306,glaciers,2100,fixed,15.351388285616316
26,m0371,glaciers,2100,fixed,14.136061040542305
27,m0514,glaciers,2100,fixed,14.681106433244874
28,m0268,glaciers,2100,fixed,9.892561162886878
29,m0024,glaciers,2100,fixed,11.897757559876593
30,m0481,glaciers,2100,fixed,11.156338555781396
31,m0155,glaciers,2100,fixed,11.715530278708734
32,m0461,glaciers,2100,fixed,11.616683207293253
33,m0540,glaciers,2100,fixed,13.900800649573036
34,m0022,glaciers,2100,fixed,15.136198205555415
35,m0100,glaciers,2100,fixed,14.457917384143744
36,m0429,glaciers,2100,fixed,17.99989563161784
37,m0069,glaciers,2100,fixed,15.653964943878565
38,m0574,glaciers,2100,fixed,11.120603477646181
39,m0513,glaciers,2100,fixed,14.077175860769369
40,m0336,glaciers,2100,fixed,14.787512443165063
41,m0085,glaciers,2100,fixed,13.813293593023072
42,m0165,glaciers,2100,fixed,13.786591542422816
43,m0264,glaciers,2100,fixed,11.39475612207488
44,m0082,glaciers,2100,fixed,11.140479517248862
45,m0102,glaciers,2100,fixed,16.57399671002863
46,m0406,glaciers,2100,fixed,15.678761131043903
47,m0557,glaciers,2100,fixed,15.226001764462458
48,m0126,glaciers,2100,fixed,14.506586939711084
49,m0131,glaciers,2100,fixed,11.948024621829477
50,m0596,glaciers,2100,fixed,13.514216029052484
51,m0342,glaciers,2100,fixed,13.019926534795855
52,m0397,glaciers,2100,fixed,9.182175615714279
53,m0380,glaciers,2100,fixed,12.24597170251359
54,m0123,glaciers,2100,fixed,14.816639912448284
55,m0347,glaciers,2100,fixed,12.258851200354663
56,m0420,glaciers,2100,fixed,15.039170982768837
57,m0127,glaciers,2100,fixed,11.964250759624758
58,m0532,glaciers,2100,fixed,11.093895692012262
59,m0598,glaciers,2100,fixed,13.256813957348383
60,m0180,glaciers,2100,fixed,10.438585937011831
61,m0597,glaciers,2100,fixed,16.20169206796547
62,m0340,glaciers,2100,fixed,10.170782427805992
63,m0434,glaciers,2100,fixed,14.68713441140803
64,m0361,glaciers,2100,fixed,11.15844114330972
65,m0181,glaciers,2100,fixed,12.633634317386626
66,m0046,glaciers,2100,fixed,12.867977701827446
67,m0408,glaciers,2100,fixed,12.967400359457168
68,m0356,glaciers,2100,fixed,9.97416228576733
69,m0151,glaciers,2100,fixed,12.022672333716427
70,m0049,glaciers,2100,fixed,13.48116786256895
71,m0318,glaciers,2100,fixed,14.55300671059202
72,m0241,glaciers,2100,fixed,10.91910076687948
73,m0222,glaciers,2100,fixed,14.597441391094065
74,m0231,glaciers,2100,fixed,15.385648949838828
75,m0338,glaciers,2100,fixed,11.895664809957903
