block,component,scenario,horizon,metric,arm,value,unit,value_sigma,note,verdict
H,ais,,,hindcast/full,L33,0.1853585648236405,cm,1.1069869881076628,bias -0.1494 cm = -0.89 sd; cov90 79%; n=126,PASS
H,ais,,,hindcast/full,L27*,0.11779245591006257,cm,0.7034728398644485,bias -0.0067 cm = -0.04 sd; cov90 64%; n=126,PASS
H,ais,,,hindcast/full,BRICK 2.0,1.4765841823263115,cm,8.818364979444151,bias -1.0797 cm = -6.45 sd; cov90 32%; n=126,FAIL
H,ais,,,hindcast/1920-1949,L33,0.23914664454587506,cm,1.4282168402294855,bias -0.2381 cm = -1.42 sd; cov90 100%; n=30,WARN
H,ais,,,hindcast/1920-1949,L27*,0.01288202194810127,cm,0.07693321692813783,bias +0.0120 cm = +0.07 sd; cov90 100%; n=30,PASS
H,ais,,,hindcast/1920-1949,BRICK 2.0,1.8243334045678734,cm,10.895171435688747,bias -1.7965 cm = -10.73 sd; cov90 0%; n=30,FAIL
H,ais,,,hindcast/1950-1992,L33,0.1011307073656791,cm,0.6039665728877746,bias -0.0698 cm = -0.42 sd; cov90 98%; n=43,PASS
H,ais,,,hindcast/1950-1992,L27*,0.06220234529228027,cm,0.37148100997571065,bias +0.0554 cm = +0.33 sd; cov90 70%; n=43,PASS
H,ais,,,hindcast/1950-1992,BRICK 2.0,0.6899485978891496,cm,4.120468460969681,bias -0.5807 cm = -3.47 sd; cov90 16%; n=43,FAIL
H,ais,,,hindcast/1993-2026,L33,0.16055098071926813,cm,0.9588326644266659,bias -0.1071 cm = -0.64 sd; cov90 21%; n=33,PASS
H,ais,,,hindcast/1993-2026,L27*,0.21269491517724576,cm,1.2702434536105394,bias -0.1459 cm = -0.87 sd; cov90 3%; n=33,PASS
H,ais,,,hindcast/1993-2026,BRICK 2.0,0.09580751152850316,cm,0.5721757110384218,bias -0.0564 cm = -0.34 sd; cov90 100%; n=33,PASS
H,glaciers,,,hindcast/full,L33,0.31109455016344956,cm,0.6773411831148358,bias +0.0540 cm = +0.12 sd; cov90 70%; n=124,PASS
H,glaciers,,,hindcast/full,L27*,0.317564327532296,cm,0.6914277257919789,bias +0.0609 cm = +0.13 sd; cov90 69%; n=124,PASS
H,glaciers,,,hindcast/full,BRICK 2.0,1.547304984121353,cm,3.368922367921877,bias +0.9394 cm = +2.05 sd; cov90 42%; n=124,WARN
H,glaciers,,,hindcast/1920-1949,L33,0.17910807680596083,cm,0.3899691479179951,bias -0.0092 cm = -0.02 sd; cov90 100%; n=30,PASS
H,glaciers,,,hindcast/1920-1949,L27*,0.18170613483998693,cm,0.3956258580777959,bias +0.0017 cm = +0.00 sd; cov90 100%; n=30,PASS
H,glaciers,,,hindcast/1920-1949,BRICK 2.0,1.5931687653853328,cm,3.4687808445398125,bias +1.4701 cm = +3.20 sd; cov90 0%; n=30,FAIL
H,glaciers,,,hindcast/1950-1992,L33,0.2324019154901976,cm,0.5060049695939007,bias -0.1175 cm = -0.26 sd; cov90 56%; n=43,PASS
H,glaciers,,,hindcast/1950-1992,L27*,0.22890217470499724,cm,0.4983850400168723,bias -0.1153 cm = -0.25 sd; cov90 56%; n=43,PASS
H,glaciers,,,hindcast/1950-1992,BRICK 2.0,0.12690481624651156,cm,0.27630782453186853,bias +0.0552 cm = +0.12 sd; cov90 95%; n=43,PASS
H,glaciers,,,hindcast/1993-2026,L33,0.04911717751320076,cm,0.10694204418101565,bias -0.0238 cm = -0.05 sd; cov90 42%; n=31,PASS
H,glaciers,,,hindcast/1993-2026,L27*,0.04825470808029989,cm,0.10506420329381747,bias -0.0232 cm = -0.05 sd; cov90 39%; n=31,PASS
H,glaciers,,,hindcast/1993-2026,BRICK 2.0,0.20876086964986165,cm,0.45453169900413337,bias +0.1414 cm = +0.31 sd; cov90 35%; n=31,PASS
H,gis,,,hindcast/full,L33,0.19604281495967965,cm,1.0702331013141928,bias -0.1421 cm = -0.78 sd; cov90 35%; n=126,PASS
H,gis,,,hindcast/full,L27*,0.19594511825854183,cm,1.0696997573940474,bias -0.1422 cm = -0.78 sd; cov90 35%; n=126,PASS
H,gis,,,hindcast/full,BRICK 2.0,0.703015155566193,cm,3.8378865880253317,bias -0.5958 cm = -3.25 sd; cov90 19%; n=126,FAIL
H,gis,,,hindcast/1920-1949,L33,0.19815412304394492,cm,1.0817591131158375,bias -0.1496 cm = -0.82 sd; cov90 60%; n=30,PASS
H,gis,,,hindcast/1920-1949,L27*,0.19942841592983782,cm,1.0887157079164798,bias -0.1521 cm = -0.83 sd; cov90 60%; n=30,PASS
H,gis,,,hindcast/1920-1949,BRICK 2.0,0.7952014328481865,cm,4.341148110027093,bias -0.7459 cm = -4.07 sd; cov90 27%; n=30,FAIL
H,gis,,,hindcast/1950-1992,L33,0.267568606788469,cm,1.4607053051979337,bias -0.2494 cm = -1.36 sd; cov90 0%; n=43,WARN
H,gis,,,hindcast/1950-1992,L27*,0.26710491756816535,cm,1.458173942075069,bias -0.2489 cm = -1.36 sd; cov90 0%; n=43,WARN
H,gis,,,hindcast/1950-1992,BRICK 2.0,0.9104473318698599,cm,4.970296268040817,bias -0.8614 cm = -4.70 sd; cov90 0%; n=43,FAIL
H,gis,,,hindcast/1993-2026,L33,0.12559486526707564,cm,0.6856450321403822,bias -0.0855 cm = -0.47 sd; cov90 18%; n=33,PASS
H,gis,,,hindcast/1993-2026,L27*,0.12439663249875345,cm,0.6791036632460338,bias -0.0846 cm = -0.46 sd; cov90 18%; n=33,PASS
H,gis,,,hindcast/1993-2026,BRICK 2.0,0.1744871013354465,cm,0.9525565710733451,bias -0.1258 cm = -0.69 sd; cov90 45%; n=33,PASS
H,te,,,hindcast/full,L33,0.46501724172973746,cm,1.5044820990099688,bias +0.2624 cm = +0.85 sd; cov90 41%; n=126,PASS
H,te,,,hindcast/full,L27*,0.466615964956253,cm,1.5096544888908627,bias +0.2647 cm = +0.86 sd; cov90 41%; n=126,PASS
H,te,,,hindcast/full,BRICK 2.0,0.5357343917775332,cm,1.733275091596994,bias +0.3440 cm = +1.11 sd; cov90 91%; n=126,WARN
H,te,,,hindcast/1920-1949,L33,0.6138051864076959,cm,1.9858595173693774,bias +0.4916 cm = +1.59 sd; cov90 37%; n=30,WARN
H,te,,,hindcast/1920-1949,L27*,0.6175514416054569,cm,1.9979798720091098,bias +0.4961 cm = +1.60 sd; cov90 37%; n=30,WARN
H,te,,,hindcast/1920-1949,BRICK 2.0,0.7537980525331806,cm,2.4387819945907676,bias +0.6519 cm = +2.11 sd; cov90 90%; n=30,WARN
H,te,,,hindcast/1950-1992,L33,0.19604044550888983,cm,0.6342546350603474,bias -0.0567 cm = -0.18 sd; cov90 72%; n=43,PASS
H,te,,,hindcast/1950-1992,L27*,0.195330042682124,cm,0.6319562507424248,bias -0.0541 cm = -0.18 sd; cov90 72%; n=43,PASS
H,te,,,hindcast/1950-1992,BRICK 2.0,0.19482494303489659,cm,0.6303220890183493,bias +0.0381 cm = +0.12 sd; cov90 100%; n=43,PASS
H,te,,,hindcast/1993-2026,L33,0.37876151979822553,cm,1.2254167699472625,bias +0.2470 cm = +0.80 sd; cov90 18%; n=33,PASS
H,te,,,hindcast/1993-2026,L27*,0.3760651451007294,cm,1.2166931203692022,bias +0.2451 cm = +0.79 sd; cov90 18%; n=33,PASS
H,te,,,hindcast/1993-2026,BRICK 2.0,0.28297857149722266,cm,0.9155277633090795,bias +0.1779 cm = +0.58 sd; cov90 85%; n=33,PASS
