arm,draw,rate_1900_1978,net_1900_1978,dyn_anom_1900_1978,fd_1900_1978,rate_1979_1991,net_1979_1991,dyn_anom_1979_1991,fd_1979_1991,rate_1992_2002,net_1992_2002,dyn_anom_1992_2002,fd_1992_2002,rate_2003_2010,net_2003_2010,dyn_anom_2003_2010,fd_2003_2010,rate_2011_2017,net_2011_2017,dyn_anom_2011_2017,fd_2011_2017,rate_2018_2023,net_2018_2023,dyn_anom_2018_2023,fd_2018_2023,rate_1979_2008,net_1979_2008,dyn_anom_1979_2008,fd_1979_2008,rate_1979_2023,net_1979_2023,dyn_anom_1979_2023,fd_1979_2023,cum_1979_2023,accel,dyn_accel,floor_years,provenance
stock,1,0.008817662087820357,-36.577117221106036,82.73246551112948,0.0,0.015531482090259417,-66.01388823522954,26.534613189017136,0.0,0.022922249269887528,-98.58868996326918,0.8148363928589788,0.0,0.03918591183579012,-168.85086117198077,-61.3254186490351,0.0,0.04458063005921632,-192.3424234109038,-96.04231666890428,0.0,0.05103888972496362,-219.85218158285122,-136.16937040283938,0.0,0.0229133702409956,-98.21061305296301,0.0,0.0,0.03079642339095005,-132.4216239867383,-36.13339147806619,0.0,1.3858390525927522,0.021658380789328795,-96.85715306176326,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
stock,2,0.01564180653102438,-58.12010502528475,49.14403574546168,0.0,0.016947512370520005,-62.01753961256406,15.779870163859641,0.0,0.019349133645240147,-70.5946264319129,0.4873404007141744,0.0,0.029692229128841507,-108.02179739642256,-36.47699040619159,0.0,0.03182381800587798,-115.42108111956541,-57.04984580490668,0.0,0.03455827126763733,-124.35340952525583,-80.7653410007631,0.0,0.020363835759892313,-74.26478750871625,0.0,0.0,0.024462495946491192,-88.91136244164998,-21.4501740744538,0.0,1.1008123175921036,0.012474684360637835,-57.537186205620856,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
stock,3,0.008665274978721053,-36.713736317046305,70.38119255224001,0.0,0.012389674682500296,-53.16128532073823,22.292768207389372,0.0,0.021366160592429694,-93.58445002387889,0.6193890990023192,0.0,0.040154902752866095,-176.8210232043743,-51.370459926802596,0.0,0.04445761893868853,-195.69192382482814,-79.9908215710152,0.0,0.049629053650762645,-217.88343653691587,-112.84149313792273,0.0,0.021187489159876227,-92.46320472824183,0.0,0.0,0.029473564753056774,-129.16084291250112,-30.029536054532855,0.0,1.3263104138875548,0.023091458346258833,-80.61021067001752,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
stock,4,0.008054410888693067,-29.92161136655043,53.29250437051155,0.0,0.01038090138323088,-38.495564618769144,17.074399443598622,0.0,0.020750323609696298,-80.62110537131448,0.480680168436038,0.0,0.041841129480552075,-164.5713803660882,-39.37078673860401,0.0,0.045612379831091614,-179.21914289423685,-61.63942712347762,0.0,0.05026765549264178,-196.72021642035108,-87.44330061713094,0.0,0.02044024433346281,-78.96320798924845,0.0,0.0,0.029307264562368207,-114.19335201864281,-23.196609174585546,0.0,1.3188269053065693,0.024862056221395316,-62.120107291913655,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
stock,5,0.012492976868244195,-53.08161814469825,28.399617994084792,0.0,0.010698085683609363,-44.5098385987162,9.038437736014657,0.0,0.022845617853375154,-98.10863626800754,0.24115224776505784,0.0,0.039355743085557615,-169.09428440792976,-20.803161765606546,0.0,0.040965214894686915,-175.66199244359723,-32.40250325402167,0.0,0.04312944109602368,-183.8819646369158,-45.78429144641814,0.0,0.020874838804274543,-88.99557202552242,0.0,0.0,0.02779457790661022,-118.74450913158906,-12.173248895287315,0.0,1.2507560057974598,0.01811959704131176,-32.643655501786725,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
stock,6,0.007193037760805166,-29.570078165779037,55.00874842184521,0.0,0.011279840724073202,-47.20147626974425,17.703397617416613,0.0,0.02205909792623937,-95.06859424364949,0.5351521295692692,0.0,0.04053087609867251,-175.4465034343049,-40.89711647664217,0.0,0.04628330661046335,-200.6221839813511,-64.15920387689494,0.0,0.053351484751074096,-230.99691920959037,-91.16109674119343,0.0,0.021018113000146332,-90.07055886718487,0.0,0.0,0.03016949044823673,-130.07294575085018,-24.160602154375738,0.0,1.3576270701706528,0.02422420868422398,-64.6943560064642,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
stock,7,0.014662688829918868,-61.106971531261685,64.33600682597853,0.0,0.014309249683524667,-58.58144022420848,20.967172435744487,0.0,0.022750403530094863,-94.57114196219445,0.6761675355473926,0.0,0.03961252837836604,-165.12853560834438,-48.53085058689726,0.0,0.04186041350519825,-173.97283591876922,-76.33854486243717,0.0,0.04474050669134311,-184.95895707552128,-108.73785857073926,0.0,0.022447856090983542,-92.97336044188,0.0,0.0,0.02921424103173864,-121.12073696111368,-28.778504124466053,0.0,1.3146408464282389,0.019110009975103388,-77.01471239798457,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
stock,8,0.007649038512155498,-33.1014250715077,58.6892093462493,0.0,0.0123051132416328,-53.78735003410566,18.674232630853112,0.0,0.019684387833390268,-87.45443368050086,0.5322556393693958,0.0,0.04055400048473684,-181.76615590812045,-43.0596516202354,0.0,0.04555370301774537,-204.14741514996322,-67.15721926450487,0.0,0.05155009557890056,-230.56422882200863,-94.90661955538098,0.0,0.02060636577147057,-91.42952834965635,0.0,0.0,0.029535627484089666,-131.72846327056976,-25.231058420256886,0.0,1.329103236784035,0.0258693151843551,-67.68947490387427,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
stock,9,0.011820736551086024,-46.174152330732234,40.56681965631287,0.0,0.012383806631816468,-47.74065926175217,12.942704263728729,0.0,0.020656088416275017,-81.46463925112985,0.3640087000364929,0.0,0.03757030104534764,-149.12189731260597,-29.835660680244928,0.0,0.04038201660611085,-159.93298379702745,-46.55316561493214,0.0,0.043882983062443204,-173.02737639478212,-65.82695369975227,0.0,0.02042979060265182,-80.24048929191152,0.0,0.0,0.02743868626161901,-108.16466501364309,-17.494664795913877,0.0,1.2347408817728556,0.01972592818983583,-46.917174314968634,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
stock,10,0.012484661443190182,-52.847854976592664,54.899648080709994,0.0,0.012717356847963695,-53.01861706510517,17.58918254749642,0.0,0.02052632709459939,-87.39231460318956,0.5071638439917479,0.0,0.03691449525025786,-158.10575650220792,-40.5799197039305,0.0,0.03999753756775653,-171.12575572587502,-63.43865696998546,0.0,0.043923140633345126,-187.16575486535444,-89.83886273893768,0.0,0.02039267382843546,-86.47026782616526,0.0,0.0,0.02733228457423446,-116.36174119494152,-23.8556657211916,0.0,1.2299528058405507,0.019471210473157138,-63.94582081397721,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
