draw,config,component,horizon,arm,value_cm
1,MEAN,glaciers,2100,fixed,12.781463578271282
2,MEAN,glaciers,2100,fixed,12.377259618564644
3,MEAN,glaciers,2100,fixed,8.92750615819723
4,MEAN,glaciers,2100,fixed,10.00913929469027
5,MEAN,glaciers,2100,fixed,11.45832862696103
6,MEAN,glaciers,2100,fixed,13.716583626497073
7,MEAN,glaciers,2100,fixed,12.295800544309571
8,MEAN,glaciers,2100,fixed,11.781359591316091
9,MEAN,glaciers,2100,fixed,11.178147052591358
10,MEAN,glaciers,2100,fixed,12.074422668943187
11,MEAN,glaciers,2100,fixed,13.991071819764938
12,MEAN,glaciers,2100,fixed,13.382978673174772
13,MEAN,glaciers,2100,fixed,9.843427040823133
14,MEAN,glaciers,2100,fixed,11.699670381085859
15,MEAN,glaciers,2100,fixed,11.163243908763848
16,MEAN,glaciers,2100,fixed,10.681793914044903
17,MEAN,glaciers,2100,fixed,11.876984368157187
18,MEAN,glaciers,2100,fixed,12.21067177665385
19,MEAN,glaciers,2100,fixed,11.981773941111376
20,MEAN,glaciers,2100,fixed,12.665464179508051
21,MEAN,glaciers,2100,fixed,11.285594801385106
22,MEAN,glaciers,2100,fixed,10.002457233813793
23,MEAN,glaciers,2100,fixed,12.155735337404957
24,MEAN,glaciers,2100,fixed,11.1119586899006
25,MEAN,glaciers,2100,fixed,13.254358685382844
26,MEAN,glaciers,2100,fixed,11.078684185544555
27,MEAN,glaciers,2100,fixed,11.597338798278905
28,MEAN,glaciers,2100,fixed,12.09836840320236
29,MEAN,glaciers,2100,fixed,11.745041598626829
30,MEAN,glaciers,2100,fixed,11.948646669365761
31,MEAN,glaciers,2100,fixed,14.206688022701023
32,MEAN,glaciers,2100,fixed,11.467526648096262
33,MEAN,glaciers,2100,fixed,10.869240514742682
34,MEAN,glaciers,2100,fixed,11.985985800196698
35,MEAN,glaciers,2100,fixed,13.494633097656525
36,MEAN,glaciers,2100,fixed,10.807278013143426
37,MEAN,glaciers,2100,fixed,10.262697397304779
38,MEAN,glaciers,2100,fixed,10.70498564945829
39,MEAN,glaciers,2100,fixed,11.400939404979269
40,MEAN,glaciers,2100,fixed,11.65474033077125
41,MEAN,glaciers,2100,fixed,12.419655826824078
42,MEAN,glaciers,2100,fixed,11.835251265055618
43,MEAN,glaciers,2100,fixed,11.490814892595745
44,MEAN,glaciers,2100,fixed,13.084762712388947
45,MEAN,glaciers,2100,fixed,12.319420024794264
46,MEAN,glaciers,2100,fixed,12.138623104347811
47,MEAN,glaciers,2100,fixed,13.915181209276724
48,MEAN,glaciers,2100,fixed,12.570444459412428
49,MEAN,glaciers,2100,fixed,11.50811168261341
50,MEAN,glaciers,2100,fixed,9.39468699733276
51,MEAN,glaciers,2100,fixed,11.570847408980478
52,MEAN,glaciers,2100,fixed,12.22704612176154
53,MEAN,glaciers,2100,fixed,12.344357661938664
54,MEAN,glaciers,2100,fixed,10.579259512016936
55,MEAN,glaciers,2100,fixed,10.599219662439758
56,MEAN,glaciers,2100,fixed,11.79429808867725
57,MEAN,glaciers,2100,fixed,12.472843278576864
58,MEAN,glaciers,2100,fixed,12.31532381086678
59,MEAN,glaciers,2100,fixed,11.267712122915341
60,MEAN,glaciers,2100,fixed,11.909876104465264
61,MEAN,glaciers,2100,fixed,11.379974311980053
62,MEAN,glaciers,2100,fixed,12.967262077753613
63,MEAN,glaciers,2100,fixed,10.257023307762335
64,MEAN,glaciers,2100,fixed,10.652649132282404
65,MEAN,glaciers,2100,fixed,12.96731896778785
66,MEAN,glaciers,2100,fixed,11.524760583304346
67,MEAN,glaciers,2100,fixed,12.043671477917052
68,MEAN,glaciers,2100,fixed,12.174044814837977
69,MEAN,glaciers,2100,fixed,12.567371620780888
70,MEAN,glaciers,2100,fixed,12.761503997701332
71,MEAN,glaciers,2100,fixed,10.554847803931168
72,MEAN,glaciers,2100,fixed,10.365136409393443
73,MEAN,glaciers,2100,fixed,12.505687127036905
74,MEAN,glaciers,2100,fixed,12.947553385225405
75,MEAN,glaciers,2100,fixed,11.581977211074127
76,MEAN,glaciers,2100,fixed,11.646655992830745
77,MEAN,glaciers,2100,fixed,13.040721163749595
78,MEAN,glaciers,2100,fixed,11.890219460367927
79,MEAN,glaciers,2100,fixed,11.479217299846118
80,MEAN,glaciers,2100,fixed,11.877109674914365
81,MEAN,glaciers,2100,fixed,12.756150857760748
82,MEAN,glaciers,2100,fixed,12.352108549114314
83,MEAN,glaciers,2100,fixed,15.896811498310079
84,MEAN,glaciers,2100,fixed,13.188224823066225
85,MEAN,glaciers,2100,fixed,10.44856491453086
86,MEAN,glaciers,2100,fixed,11.605446099616127
87,MEAN,glaciers,2100,fixed,9.880748613496836
88,MEAN,glaciers,2100,fixed,11.281769485157985
89,MEAN,glaciers,2100,fixed,12.706161661087053
90,MEAN,glaciers,2100,fixed,11.79319854495834
91,MEAN,glaciers,2100,fixed,12.814172825580794
92,MEAN,glaciers,2100,fixed,11.758382681343999
93,MEAN,glaciers,2100,fixed,11.696699117604883
94,MEAN,glaciers,2100,fixed,10.485131809476162
95,MEAN,glaciers,2100,fixed,12.28885588968919
96,MEAN,glaciers,2100,fixed,11.750217596057988
97,MEAN,glaciers,2100,fixed,14.519538822125492
98,MEAN,glaciers,2100,fixed,12.400507284577685
99,MEAN,glaciers,2100,fixed,13.468323321979286
100,MEAN,glaciers,2100,fixed,13.72879621835683
101,MEAN,glaciers,2100,fixed,11.429460177377859
102,MEAN,glaciers,2100,fixed,10.99710821851119
103,MEAN,glaciers,2100,fixed,10.111984588776988
104,MEAN,glaciers,2100,fixed,14.470051115098666
105,MEAN,glaciers,2100,fixed,13.143097442442608
106,MEAN,glaciers,2100,fixed,11.285879330787782
107,MEAN,glaciers,2100,fixed,11.676137792463335
108,MEAN,glaciers,2100,fixed,11.656721475610354
109,MEAN,glaciers,2100,fixed,12.501815717856982
110,MEAN,glaciers,2100,fixed,11.492281686885947
111,MEAN,glaciers,2100,fixed,10.841881187098279
112,MEAN,glaciers,2100,fixed,11.751380568298222
113,MEAN,glaciers,2100,fixed,12.517986252131081
114,MEAN,glaciers,2100,fixed,11.98415293813378
115,MEAN,glaciers,2100,fixed,12.934748714766947
116,MEAN,glaciers,2100,fixed,11.144573446448112
117,MEAN,glaciers,2100,fixed,11.188938480324664
118,MEAN,glaciers,2100,fixed,13.766143776774292
119,MEAN,glaciers,2100,fixed,10.563316802942568
120,MEAN,glaciers,2100,fixed,12.379945594730936
121,MEAN,glaciers,2100,fixed,11.113019578428606
122,MEAN,glaciers,2100,fixed,11.223841726080419
123,MEAN,glaciers,2100,fixed,11.21400681161899
124,MEAN,glaciers,2100,fixed,10.130588154641881
125,MEAN,glaciers,2100,fixed,12.87387933581791
126,MEAN,glaciers,2100,fixed,11.003723503101138
127,MEAN,glaciers,2100,fixed,10.698462024192976
128,MEAN,glaciers,2100,fixed,12.514523493476993
129,MEAN,glaciers,2100,fixed,13.367736962603274
130,MEAN,glaciers,2100,fixed,12.641104013534058
131,MEAN,glaciers,2100,fixed,11.580010512515829
132,MEAN,glaciers,2100,fixed,12.48085691988729
133,MEAN,glaciers,2100,fixed,12.760036638470782
134,MEAN,glaciers,2100,fixed,11.443041260497932
135,MEAN,glaciers,2100,fixed,10.944527990436423
136,MEAN,glaciers,2100,fixed,11.387892410987073
137,MEAN,glaciers,2100,fixed,11.235988386297405
138,MEAN,glaciers,2100,fixed,11.066568532699222
139,MEAN,glaciers,2100,fixed,11.073887445123004
140,MEAN,glaciers,2100,fixed,12.54966832855064
141,MEAN,glaciers,2100,fixed,12.137819724334335
142,MEAN,glaciers,2100,fixed,10.450714807519686
143,MEAN,glaciers,2100,fixed,12.369157202837489
144,MEAN,glaciers,2100,fixed,12.57214728129738
145,MEAN,glaciers,2100,fixed,11.700319910118607
146,MEAN,glaciers,2100,fixed,11.069050885103808
147,MEAN,glaciers,2100,fixed,11.35816823395135
148,MEAN,glaciers,2100,fixed,11.362772823304601
149,MEAN,glaciers,2100,fixed,11.212639895620685
150,MEAN,glaciers,2100,fixed,12.268701492396545
151,MEAN,glaciers,2100,fixed,11.686974805278714
152,MEAN,glaciers,2100,fixed,11.360797551034258
153,MEAN,glaciers,2100,fixed,12.380675039271278
154,MEAN,glaciers,2100,fixed,11.669238602242475
155,MEAN,glaciers,2100,fixed,10.869560681031446
156,MEAN,glaciers,2100,fixed,12.440132589260667
157,MEAN,glaciers,2100,fixed,11.817462558747355
158,MEAN,glaciers,2100,fixed,11.615540268346944
159,MEAN,glaciers,2100,fixed,11.601280665663847
160,MEAN,glaciers,2100,fixed,11.061065718285441
161,MEAN,glaciers,2100,fixed,13.245098844297159
162,MEAN,glaciers,2100,fixed,11.09882677414824
163,MEAN,glaciers,2100,fixed,10.343536294626256
164,MEAN,glaciers,2100,fixed,12.767545860014357
165,MEAN,glaciers,2100,fixed,13.193107205153698
166,MEAN,glaciers,2100,fixed,13.116643003116646
167,MEAN,glaciers,2100,fixed,12.016538281345213
168,MEAN,glaciers,2100,fixed,11.644827628972152
169,MEAN,glaciers,2100,fixed,12.17196275170597
170,MEAN,glaciers,2100,fixed,10.781787130388423
171,MEAN,glaciers,2100,fixed,10.690369328068401
172,MEAN,glaciers,2100,fixed,9.846683975523304
173,MEAN,glaciers,2100,fixed,12.354117208019066
174,MEAN,glaciers,2100,fixed,10.663204424325148
175,MEAN,glaciers,2100,fixed,12.273825766022343
176,MEAN,glaciers,2100,fixed,12.2316730420257
177,MEAN,glaciers,2100,fixed,12.422551085754412
178,MEAN,glaciers,2100,fixed,12.627659177237257
179,MEAN,glaciers,2100,fixed,12.082324920238234
180,MEAN,glaciers,2100,fixed,11.37817727126266
181,MEAN,glaciers,2100,fixed,11.290455282866283
182,MEAN,glaciers,2100,fixed,12.131268439788865
183,MEAN,glaciers,2100,fixed,12.105444884442266
184,MEAN,glaciers,2100,fixed,12.596569519017017
185,MEAN,glaciers,2100,fixed,12.348257559460095
186,MEAN,glaciers,2100,fixed,12.211940245808375
187,MEAN,glaciers,2100,fixed,12.310607969314846
188,MEAN,glaciers,2100,fixed,11.23561745474614
189,MEAN,glaciers,2100,fixed,11.056208046844883
190,MEAN,glaciers,2100,fixed,11.987344496738414
191,MEAN,glaciers,2100,fixed,12.534155094129801
192,MEAN,glaciers,2100,fixed,10.457578410353891
193,MEAN,glaciers,2100,fixed,11.847131570286114
194,MEAN,glaciers,2100,fixed,10.715019551245497
195,MEAN,glaciers,2100,fixed,11.276743748296166
196,MEAN,glaciers,2100,fixed,12.87216623965579
197,MEAN,glaciers,2100,fixed,11.072998073123891
198,MEAN,glaciers,2100,fixed,10.552626472808809
199,MEAN,glaciers,2100,fixed,12.886129221166511
200,MEAN,glaciers,2100,fixed,11.966293024337796
201,MEAN,glaciers,2100,fixed,11.78223447517331
202,MEAN,glaciers,2100,fixed,10.287382029184315
203,MEAN,glaciers,2100,fixed,10.932619979497405
204,MEAN,glaciers,2100,fixed,10.679846803469706
205,MEAN,glaciers,2100,fixed,12.20365068168981
206,MEAN,glaciers,2100,fixed,11.466300485582348
207,MEAN,glaciers,2100,fixed,12.786368323279646
208,MEAN,glaciers,2100,fixed,12.824796833843477
209,MEAN,glaciers,2100,fixed,13.56653199266632
210,MEAN,glaciers,2100,fixed,10.477920826881215
211,MEAN,glaciers,2100,fixed,12.231557810036978
212,MEAN,glaciers,2100,fixed,11.681791709293373
213,MEAN,glaciers,2100,fixed,10.788233963686773
214,MEAN,glaciers,2100,fixed,14.049139204777013
215,MEAN,glaciers,2100,fixed,12.406012811775453
216,MEAN,glaciers,2100,fixed,10.886774329093315
217,MEAN,glaciers,2100,fixed,10.578322228189743
218,MEAN,glaciers,2100,fixed,11.411588224220425
219,MEAN,glaciers,2100,fixed,11.360679661904225
220,MEAN,glaciers,2100,fixed,11.763446324419023
221,MEAN,glaciers,2100,fixed,14.247105322492368
222,MEAN,glaciers,2100,fixed,10.239179496471795
223,MEAN,glaciers,2100,fixed,11.258276291004849
224,MEAN,glaciers,2100,fixed,11.744024576673286
225,MEAN,glaciers,2100,fixed,12.511762543454893
226,MEAN,glaciers,2100,fixed,11.755152706602505
227,MEAN,glaciers,2100,fixed,10.688396978350239
228,MEAN,glaciers,2100,fixed,9.838424334738255
229,MEAN,glaciers,2100,fixed,12.940941982082538
230,MEAN,glaciers,2100,fixed,12.42856821470631
231,MEAN,glaciers,2100,fixed,10.866314199247224
232,MEAN,glaciers,2100,fixed,11.364660414405483
233,MEAN,glaciers,2100,fixed,10.82295628395584
234,MEAN,glaciers,2100,fixed,12.503752249076769
235,MEAN,glaciers,2100,fixed,11.710034925970936
236,MEAN,glaciers,2100,fixed,11.512290631732727
237,MEAN,glaciers,2100,fixed,13.2322638209913
238,MEAN,glaciers,2100,fixed,12.541324013665372
239,MEAN,glaciers,2100,fixed,11.533789694382165
240,MEAN,glaciers,2100,fixed,10.646360729242394
241,MEAN,glaciers,2100,fixed,12.004204874388133
242,MEAN,glaciers,2100,fixed,11.098613927500368
243,MEAN,glaciers,2100,fixed,11.629623584400939
244,MEAN,glaciers,2100,fixed,11.457165411933131
245,MEAN,glaciers,2100,fixed,13.2091529334668
246,MEAN,glaciers,2100,fixed,12.561974211289293
247,MEAN,glaciers,2100,fixed,13.324825637438698
248,MEAN,glaciers,2100,fixed,11.067621598990272
249,MEAN,glaciers,2100,fixed,10.018123548412998
250,MEAN,glaciers,2100,fixed,12.714525233231006
251,MEAN,glaciers,2100,fixed,11.165111023191812
252,MEAN,glaciers,2100,fixed,11.97829882002004
253,MEAN,glaciers,2100,fixed,11.878765308027331
254,MEAN,glaciers,2100,fixed,12.425744144679108
255,MEAN,glaciers,2100,fixed,12.922647225578043
256,MEAN,glaciers,2100,fixed,10.520695711014785
257,MEAN,glaciers,2100,fixed,10.508995737740074
258,MEAN,glaciers,2100,fixed,11.457707337770968
259,MEAN,glaciers,2100,fixed,11.21300518557821
260,MEAN,glaciers,2100,fixed,10.556735920895626
261,MEAN,glaciers,2100,fixed,12.618708363730457
262,MEAN,glaciers,2100,fixed,10.97276768353522
263,MEAN,glaciers,2100,fixed,11.43626531022331
264,MEAN,glaciers,2100,fixed,12.453424193118337
265,MEAN,glaciers,2100,fixed,10.045732953668765
266,MEAN,glaciers,2100,fixed,13.08217140768366
267,MEAN,glaciers,2100,fixed,12.759045604775087
268,MEAN,glaciers,2100,fixed,10.634285168273541
269,MEAN,glaciers,2100,fixed,11.147310584002641
270,MEAN,glaciers,2100,fixed,12.519354437151431
271,MEAN,glaciers,2100,fixed,11.785062189191361
272,MEAN,glaciers,2100,fixed,10.73364412537901
273,MEAN,glaciers,2100,fixed,12.89542607851047
274,MEAN,glaciers,2100,fixed,11.51786106619575
275,MEAN,glaciers,2100,fixed,11.662637385746809
276,MEAN,glaciers,2100,fixed,11.832832167954892
277,MEAN,glaciers,2100,fixed,14.274974460548846
278,MEAN,glaciers,2100,fixed,11.259310248704615
279,MEAN,glaciers,2100,fixed,11.170242787955683
280,MEAN,glaciers,2100,fixed,10.415245240814947
281,MEAN,glaciers,2100,fixed,16.50186258463047
282,MEAN,glaciers,2100,fixed,10.98162938029569
283,MEAN,glaciers,2100,fixed,12.373536330305448
284,MEAN,glaciers,2100,fixed,14.52245613516561
285,MEAN,glaciers,2100,fixed,12.64443381117039
286,MEAN,glaciers,2100,fixed,12.068106600110013
287,MEAN,glaciers,2100,fixed,12.00278366755334
288,MEAN,glaciers,2100,fixed,11.161889401470027
289,MEAN,glaciers,2100,fixed,11.261557272754672
290,MEAN,glaciers,2100,fixed,12.84724317980407
291,MEAN,glaciers,2100,fixed,11.826670443909567
292,MEAN,glaciers,2100,fixed,10.268438668017971
293,MEAN,glaciers,2100,fixed,10.42194176230519
294,MEAN,glaciers,2100,fixed,13.211206441526013
295,MEAN,glaciers,2100,fixed,10.984213968068374
296,MEAN,glaciers,2100,fixed,10.925008072885802
297,MEAN,glaciers,2100,fixed,12.337027399939496
298,MEAN,glaciers,2100,fixed,10.105073286212422
299,MEAN,glaciers,2100,fixed,10.54913704100984
300,MEAN,glaciers,2100,fixed,11.185982572159832
301,MEAN,glaciers,2100,fixed,11.848758858063519
302,MEAN,glaciers,2100,fixed,11.839991988242318
303,MEAN,glaciers,2100,fixed,13.077482857146144
304,MEAN,glaciers,2100,fixed,13.21180389044391
305,MEAN,glaciers,2100,fixed,12.084783365289173
306,MEAN,glaciers,2100,fixed,12.614576654892968
307,MEAN,glaciers,2100,fixed,12.708969321149588
308,MEAN,glaciers,2100,fixed,12.550005719242991
309,MEAN,glaciers,2100,fixed,13.1289282952945
310,MEAN,glaciers,2100,fixed,14.13275475275239
311,MEAN,glaciers,2100,fixed,12.5449397041805
312,MEAN,glaciers,2100,fixed,11.002713859820998
313,MEAN,glaciers,2100,fixed,11.972167906311673
314,MEAN,glaciers,2100,fixed,10.972863372587954
315,MEAN,glaciers,2100,fixed,11.302154218788193
316,MEAN,glaciers,2100,fixed,11.413041411688262
317,MEAN,glaciers,2100,fixed,14.190231976905517
318,MEAN,glaciers,2100,fixed,13.540554014083586
319,MEAN,glaciers,2100,fixed,11.463627890895822
320,MEAN,glaciers,2100,fixed,13.14405169178367
321,MEAN,glaciers,2100,fixed,12.467139355410165
322,MEAN,glaciers,2100,fixed,10.976361929955942
323,MEAN,glaciers,2100,fixed,13.471928004853453
324,MEAN,glaciers,2100,fixed,11.33223128530888
325,MEAN,glaciers,2100,fixed,12.454788625530696
326,MEAN,glaciers,2100,fixed,11.78121109857037
327,MEAN,glaciers,2100,fixed,11.882258547863795
328,MEAN,glaciers,2100,fixed,12.044398055463029
329,MEAN,glaciers,2100,fixed,10.388467870887084
330,MEAN,glaciers,2100,fixed,10.99835051720685
331,MEAN,glaciers,2100,fixed,11.127430340356073
332,MEAN,glaciers,2100,fixed,9.952773445417423
333,MEAN,glaciers,2100,fixed,12.63139144579572
334,MEAN,glaciers,2100,fixed,13.18086322004746
335,MEAN,glaciers,2100,fixed,13.93774031091736
336,MEAN,glaciers,2100,fixed,12.548420737554522
337,MEAN,glaciers,2100,fixed,11.713772867694948
338,MEAN,glaciers,2100,fixed,11.95354323675885
339,MEAN,glaciers,2100,fixed,11.699595905717226
340,MEAN,glaciers,2100,fixed,11.247897158945417
341,MEAN,glaciers,2100,fixed,13.125351347275322
342,MEAN,glaciers,2100,fixed,10.534315942231407
343,MEAN,glaciers,2100,fixed,12.12466888321064
344,MEAN,glaciers,2100,fixed,13.348620917070523
345,MEAN,glaciers,2100,fixed,10.975018560585903
346,MEAN,glaciers,2100,fixed,11.740594707404956
347,MEAN,glaciers,2100,fixed,13.911658628054663
348,MEAN,glaciers,2100,fixed,12.035261661588278
349,MEAN,glaciers,2100,fixed,13.763684253048817
350,MEAN,glaciers,2100,fixed,15.08140782834344
351,MEAN,glaciers,2100,fixed,11.182083914491317
352,MEAN,glaciers,2100,fixed,12.316586247036652
353,MEAN,glaciers,2100,fixed,11.007531027714396
354,MEAN,glaciers,2100,fixed,11.430439609088342
355,MEAN,glaciers,2100,fixed,13.382610974951268
356,MEAN,glaciers,2100,fixed,13.984411016759049
357,MEAN,glaciers,2100,fixed,12.886280047151006
358,MEAN,glaciers,2100,fixed,12.050033408249588
359,MEAN,glaciers,2100,fixed,11.661263542672671
360,MEAN,glaciers,2100,fixed,11.614364201177464
361,MEAN,glaciers,2100,fixed,11.249223883791773
362,MEAN,glaciers,2100,fixed,11.831779251225608
363,MEAN,glaciers,2100,fixed,11.728691156983842
364,MEAN,glaciers,2100,fixed,9.473381083325886
365,MEAN,glaciers,2100,fixed,13.450251993849921
366,MEAN,glaciers,2100,fixed,12.276640627803035
367,MEAN,glaciers,2100,fixed,11.326353542400742
368,MEAN,glaciers,2100,fixed,12.850965503876468
369,MEAN,glaciers,2100,fixed,10.91902380373515
370,MEAN,glaciers,2100,fixed,11.323016389982437
371,MEAN,glaciers,2100,fixed,13.110478813074366
372,MEAN,glaciers,2100,fixed,12.000979059485758
373,MEAN,glaciers,2100,fixed,11.312889702481694
374,MEAN,glaciers,2100,fixed,13.904955954485965
375,MEAN,glaciers,2100,fixed,11.663107948210545
376,MEAN,glaciers,2100,fixed,10.669590860695305
377,MEAN,glaciers,2100,fixed,11.923510300792925
378,MEAN,glaciers,2100,fixed,12.547964315807409
379,MEAN,glaciers,2100,fixed,11.831615154408837
380,MEAN,glaciers,2100,fixed,11.66664173011813
381,MEAN,glaciers,2100,fixed,11.444774233493007
382,MEAN,glaciers,2100,fixed,11.936753519328075
383,MEAN,glaciers,2100,fixed,12.121225726371257
384,MEAN,glaciers,2100,fixed,11.482547763598399
385,MEAN,glaciers,2100,fixed,12.225334700812194
386,MEAN,glaciers,2100,fixed,10.890148841077007
387,MEAN,glaciers,2100,fixed,10.416426888428381
388,MEAN,glaciers,2100,fixed,14.093687078501926
389,MEAN,glaciers,2100,fixed,11.60678046112862
390,MEAN,glaciers,2100,fixed,11.135794063040032
391,MEAN,glaciers,2100,fixed,11.722517838968002
392,MEAN,glaciers,2100,fixed,12.113732155987492
393,MEAN,glaciers,2100,fixed,12.322495099924339
394,MEAN,glaciers,2100,fixed,11.489719177369324
395,MEAN,glaciers,2100,fixed,11.489727774070236
396,MEAN,glaciers,2100,fixed,12.266668573464406
397,MEAN,glaciers,2100,fixed,11.071801170300764
398,MEAN,glaciers,2100,fixed,10.902269209417423
399,MEAN,glaciers,2100,fixed,12.340034135313173
400,MEAN,glaciers,2100,fixed,13.818558466657189
401,MEAN,glaciers,2100,fixed,10.485101964506418
402,MEAN,glaciers,2100,fixed,11.774616182725829
403,MEAN,glaciers,2100,fixed,11.828288493674487
404,MEAN,glaciers,2100,fixed,11.085638879018864
405,MEAN,glaciers,2100,fixed,12.44151122781997
406,MEAN,glaciers,2100,fixed,13.17784914493057
407,MEAN,glaciers,2100,fixed,11.950590023332
408,MEAN,glaciers,2100,fixed,11.749418233141684
409,MEAN,glaciers,2100,fixed,11.020643336038882
410,MEAN,glaciers,2100,fixed,12.35853906558804
411,MEAN,glaciers,2100,fixed,10.445680343004588
412,MEAN,glaciers,2100,fixed,11.812753839116436
413,MEAN,glaciers,2100,fixed,11.817772023054781
