block,component,scenario,horizon,metric,arm,value,unit,value_sigma,note,verdict
H,ais,,,hindcast/full,L28,0.2557402525966258,cm,1.5273161627529241,bias -0.1875 cm = -1.12 sd; cov90 44%; n=126,WARN
H,ais,,,hindcast/full,L27*,0.11779245591006257,cm,0.7034728398644485,bias -0.0067 cm = -0.04 sd; cov90 64%; n=126,PASS
H,ais,,,hindcast/full,BRICK 2.0,1.4765841823263115,cm,8.818364979444151,bias -1.0797 cm = -6.45 sd; cov90 32%; n=126,FAIL
H,ais,,,hindcast/1920-1949,L28,0.31650517739133316,cm,1.8902126986916976,bias -0.3114 cm = -1.86 sd; cov90 0%; n=30,WARN
H,ais,,,hindcast/1920-1949,L27*,0.01288202194810127,cm,0.07693321692813783,bias +0.0120 cm = +0.07 sd; cov90 100%; n=30,PASS
H,ais,,,hindcast/1920-1949,BRICK 2.0,1.8243334045678734,cm,10.895171435688747,bias -1.7965 cm = -10.73 sd; cov90 0%; n=30,FAIL
H,ais,,,hindcast/1950-1992,L28,0.10455898844126053,cm,0.624440741674392,bias -0.0644 cm = -0.38 sd; cov90 91%; n=43,PASS
H,ais,,,hindcast/1950-1992,L27*,0.06220234529228027,cm,0.37148100997571065,bias +0.0554 cm = +0.33 sd; cov90 70%; n=43,PASS
H,ais,,,hindcast/1950-1992,BRICK 2.0,0.6899485978891496,cm,4.120468460969681,bias -0.5807 cm = -3.47 sd; cov90 16%; n=43,FAIL
H,ais,,,hindcast/1993-2026,L28,0.11152077463035867,cm,0.6660174917568699,bias -0.0668 cm = -0.40 sd; cov90 52%; n=33,PASS
H,ais,,,hindcast/1993-2026,L27*,0.21269491517724576,cm,1.2702434536105394,bias -0.1459 cm = -0.87 sd; cov90 3%; n=33,PASS
H,ais,,,hindcast/1993-2026,BRICK 2.0,0.09580751152850316,cm,0.5721757110384218,bias -0.0564 cm = -0.34 sd; cov90 100%; n=33,PASS
H,glaciers,,,hindcast/full,L28,0.3121260010297803,cm,0.6795869445714676,bias +0.0543 cm = +0.12 sd; cov90 70%; n=124,PASS
H,glaciers,,,hindcast/full,L27*,0.317564327532296,cm,0.6914277257919789,bias +0.0609 cm = +0.13 sd; cov90 69%; n=124,PASS
H,glaciers,,,hindcast/full,BRICK 2.0,1.547304984121353,cm,3.368922367921877,bias +0.9394 cm = +2.05 sd; cov90 42%; n=124,WARN
H,glaciers,,,hindcast/1920-1949,L28,0.17843656641867645,cm,0.38850707910335935,bias -0.0102 cm = -0.02 sd; cov90 100%; n=30,PASS
H,glaciers,,,hindcast/1920-1949,L27*,0.18170613483998693,cm,0.3956258580777959,bias +0.0017 cm = +0.00 sd; cov90 100%; n=30,PASS
H,glaciers,,,hindcast/1920-1949,BRICK 2.0,1.5931687653853328,cm,3.4687808445398125,bias +1.4701 cm = +3.20 sd; cov90 0%; n=30,FAIL
H,glaciers,,,hindcast/1950-1992,L28,0.23225505067894125,cm,0.5056852031918149,bias -0.1172 cm = -0.26 sd; cov90 56%; n=43,PASS
H,glaciers,,,hindcast/1950-1992,L27*,0.22890217470499724,cm,0.4983850400168723,bias -0.1153 cm = -0.25 sd; cov90 56%; n=43,PASS
H,glaciers,,,hindcast/1950-1992,BRICK 2.0,0.12690481624651156,cm,0.27630782453186853,bias +0.0552 cm = +0.12 sd; cov90 95%; n=43,PASS
H,glaciers,,,hindcast/1993-2026,L28,0.04929602196597439,cm,0.10733143934454897,bias -0.0239 cm = -0.05 sd; cov90 42%; n=31,PASS
H,glaciers,,,hindcast/1993-2026,L27*,0.04825470808029989,cm,0.10506420329381747,bias -0.0232 cm = -0.05 sd; cov90 39%; n=31,PASS
H,glaciers,,,hindcast/1993-2026,BRICK 2.0,0.20876086964986165,cm,0.45453169900413337,bias +0.1414 cm = +0.31 sd; cov90 35%; n=31,PASS
H,gis,,,hindcast/full,L28,0.1998406170331502,cm,1.0909659881180462,bias -0.1482 cm = -0.81 sd; cov90 34%; n=126,PASS
H,gis,,,hindcast/full,L27*,0.19594511825854183,cm,1.0696997573940474,bias -0.1422 cm = -0.78 sd; cov90 35%; n=126,PASS
H,gis,,,hindcast/full,BRICK 2.0,0.703015155566193,cm,3.8378865880253317,bias -0.5958 cm = -3.25 sd; cov90 19%; n=126,FAIL
