block,component,scenario,horizon,metric,arm,value,unit,value_sigma,note,verdict
H,ais,,,hindcast/full,L29,0.2433059099046573,cm,1.4530565482658506,bias -0.1778 cm = -1.06 sd; cov90 39%; n=126,WARN
H,ais,,,hindcast/full,L27*,0.11779245591006257,cm,0.7034728398644485,bias -0.0067 cm = -0.04 sd; cov90 64%; n=126,PASS
H,ais,,,hindcast/full,BRICK 2.0,1.4765841823263115,cm,8.818364979444151,bias -1.0797 cm = -6.45 sd; cov90 32%; n=126,FAIL
H,ais,,,hindcast/1920-1949,L29,0.3092045885107133,cm,1.846612572071927,bias -0.3050 cm = -1.82 sd; cov90 0%; n=30,WARN
H,ais,,,hindcast/1920-1949,L27*,0.01288202194810127,cm,0.07693321692813783,bias +0.0120 cm = +0.07 sd; cov90 100%; n=30,PASS
H,ais,,,hindcast/1920-1949,BRICK 2.0,1.8243334045678734,cm,10.895171435688747,bias -1.7965 cm = -10.73 sd; cov90 0%; n=30,FAIL
H,ais,,,hindcast/1950-1992,L29,0.10727719513673484,cm,0.6406742480448159,bias -0.0725 cm = -0.43 sd; cov90 70%; n=43,PASS
H,ais,,,hindcast/1950-1992,L27*,0.06220234529228027,cm,0.37148100997571065,bias +0.0554 cm = +0.33 sd; cov90 70%; n=43,PASS
H,ais,,,hindcast/1950-1992,BRICK 2.0,0.6899485978891496,cm,4.120468460969681,bias -0.5807 cm = -3.47 sd; cov90 16%; n=43,FAIL
H,ais,,,hindcast/1993-2026,L29,0.08648891840076035,cm,0.5165237839224802,bias -0.0416 cm = -0.25 sd; cov90 48%; n=33,PASS
H,ais,,,hindcast/1993-2026,L27*,0.21269491517724576,cm,1.2702434536105394,bias -0.1459 cm = -0.87 sd; cov90 3%; n=33,PASS
H,ais,,,hindcast/1993-2026,BRICK 2.0,0.09580751152850316,cm,0.5721757110384218,bias -0.0564 cm = -0.34 sd; cov90 100%; n=33,PASS
H,glaciers,,,hindcast/full,L29,0.3181271569977092,cm,0.6926531653755221,bias +0.0586 cm = +0.13 sd; cov90 69%; n=124,PASS
H,glaciers,,,hindcast/full,L27*,0.3174627205905463,cm,0.691206498624543,bias +0.0615 cm = +0.13 sd; cov90 69%; n=124,PASS
H,glaciers,,,hindcast/full,BRICK 2.0,1.5474937255553283,cm,3.369333311624119,bias +0.9400 cm = +2.05 sd; cov90 42%; n=124,WARN
H,glaciers,,,hindcast/1920-1949,L29,0.18215414830527077,cm,0.39660131062258425,bias -0.0057 cm = -0.01 sd; cov90 100%; n=30,PASS
H,glaciers,,,hindcast/1920-1949,L27*,0.18170613484030151,cm,0.39562585807848083,bias +0.0017 cm = +0.00 sd; cov90 100%; n=30,PASS
H,glaciers,,,hindcast/1920-1949,BRICK 2.0,1.5931687653849735,cm,3.4687808445390305,bias +1.4701 cm = +3.20 sd; cov90 0%; n=30,FAIL
H,glaciers,,,hindcast/1950-1992,L29,0.2317038437792622,cm,0.5044850692345549,bias -0.1181 cm = -0.26 sd; cov90 56%; n=43,PASS
H,glaciers,,,hindcast/1950-1992,L27*,0.22890217470524404,cm,0.49838504001740963,bias -0.1153 cm = -0.25 sd; cov90 56%; n=43,PASS
