draw,config,component,horizon,arm,value_cm
1,cfg_181524,glaciers,2100,fixed,8.206499154102758
2,cfg_553480,glaciers,2100,fixed,6.444567707854278
3,cfg_103063,glaciers,2100,fixed,7.078254098717482
4,cfg_1592837,glaciers,2100,fixed,8.398014289208714
5,cfg_1031306,glaciers,2100,fixed,10.205022581141419
6,cfg_831286,glaciers,2100,fixed,10.07910230830795
7,cfg_1331166,glaciers,2100,fixed,6.4576150043099805
8,cfg_702082,glaciers,2100,fixed,7.057386975322178
9,cfg_965336,glaciers,2100,fixed,6.281380261830463
10,cfg_1334716,glaciers,2100,fixed,5.968435584923055
11,cfg_281131,glaciers,2100,fixed,6.7097869516641255
12,cfg_490187,glaciers,2100,fixed,6.415822480986506
13,cfg_452339,glaciers,2100,fixed,7.255401247649104
14,cfg_385,glaciers,2100,fixed,7.699714041275376
15,cfg_594371,glaciers,2100,fixed,7.393933535961075
16,cfg_302250,glaciers,2100,fixed,9.836233246685525
17,cfg_463509,glaciers,2100,fixed,9.598518855465432
18,cfg_293972,glaciers,2100,fixed,9.74859035274506
19,cfg_901977,glaciers,2100,fixed,7.411951511067857
20,cfg_993287,glaciers,2100,fixed,8.091161361962662
21,cfg_222232,glaciers,2100,fixed,8.489005198824469
22,cfg_685044,glaciers,2100,fixed,8.382713400684402
23,cfg_386203,glaciers,2100,fixed,8.298234144121107
24,cfg_1282494,glaciers,2100,fixed,8.227435962915031
25,cfg_1171958,glaciers,2100,fixed,9.572862303702621
26,cfg_1482237,glaciers,2100,fixed,8.411417668688484
27,cfg_999353,glaciers,2100,fixed,9.001471125545233
28,cfg_536706,glaciers,2100,fixed,5.730833367670063
29,cfg_57613,glaciers,2100,fixed,6.603223712294721
30,cfg_940684,glaciers,2100,fixed,6.487945792679718
31,cfg_1439245,glaciers,2100,fixed,6.523792293321402
32,cfg_903596,glaciers,2100,fixed,7.377566491016968
33,cfg_1387451,glaciers,2100,fixed,8.271300723123804
34,cfg_56597,glaciers,2100,fixed,9.3279377306585
35,cfg_1554955,glaciers,2100,fixed,9.252112294154095
36,cfg_831398,glaciers,2100,fixed,10.408084479484108
37,cfg_137014,glaciers,2100,fixed,9.301734783753579
38,cfg_1110908,glaciers,2100,fixed,6.496871619328464
39,cfg_1547606,glaciers,2100,fixed,9.257842417332293
40,cfg_1501254,glaciers,2100,fixed,9.183713682319642
41,cfg_1467155,glaciers,2100,fixed,8.399034913384169
42,cfg_315472,glaciers,2100,fixed,8.220857421208045
43,cfg_1478574,glaciers,2100,fixed,6.712156179286687
44,cfg_155731,glaciers,2100,fixed,5.649097149829663
45,cfg_192688,glaciers,2100,fixed,10.174150751835075
46,cfg_802457,glaciers,2100,fixed,9.524006551337518
47,cfg_1088963,glaciers,2100,fixed,9.682398877573021
48,cfg_237896,glaciers,2100,fixed,9.448859631934006
49,cfg_249515,glaciers,2100,fixed,6.843218968157357
50,cfg_1372063,glaciers,2100,fixed,8.213950963813499
51,cfg_1589826,glaciers,2100,fixed,7.53861495181993
52,cfg_1489371,glaciers,2100,fixed,5.3974055104807315
53,cfg_1323914,glaciers,2100,fixed,7.817849218356944
54,cfg_1315328,glaciers,2100,fixed,8.903846796068787
55,cfg_1540580,glaciers,2100,fixed,7.034054199144959
56,cfg_1197723,glaciers,2100,fixed,9.058700726772344
57,cfg_239414,glaciers,2100,fixed,6.800188511733691
58,cfg_1180975,glaciers,2100,fixed,6.30631897410902
59,cfg_1155664,glaciers,2100,fixed,8.133680495103434
60,cfg_345674,glaciers,2100,fixed,5.809696154821868
61,cfg_1150500,glaciers,2100,fixed,10.661332038476306
62,cfg_1436662,glaciers,2100,fixed,6.6853496992791746
63,cfg_1425380,glaciers,2100,fixed,9.148358063275845
64,cfg_720583,glaciers,2100,fixed,6.098060458789037
65,cfg_1334677,glaciers,2100,fixed,7.213204103431125
66,cfg_102770,glaciers,2100,fixed,8.289911027416089
67,cfg_1365838,glaciers,2100,fixed,7.676098001521744
68,cfg_714190,glaciers,2100,fixed,5.661564216701878
69,cfg_1386499,glaciers,2100,fixed,7.161589964278555
70,cfg_107863,glaciers,2100,fixed,7.669833005441959
71,cfg_640212,glaciers,2100,fixed,8.895369266588592
72,cfg_1271424,glaciers,2100,fixed,7.066417679978112
73,cfg_445379,glaciers,2100,fixed,9.552444457275552
74,cfg_472249,glaciers,2100,fixed,9.826596720204108
75,cfg_679839,glaciers,2100,fixed,7.774321585136823
76,cfg_1401759,glaciers,2100,fixed,7.760468262004681
77,cfg_719683,glaciers,2100,fixed,9.781343947633246
78,cfg_1597667,glaciers,2100,fixed,7.527651598263653
79,cfg_1494163,glaciers,2100,fixed,9.835821101067046
80,cfg_1174027,glaciers,2100,fixed,8.79361103100738
81,cfg_1094837,glaciers,2100,fixed,8.814372868289023
82,cfg_1024973,glaciers,2100,fixed,13.021143119820682
83,cfg_1254305,glaciers,2100,fixed,11.183385065801442
84,cfg_91477,glaciers,2100,fixed,10.258485700872424
85,cfg_600108,glaciers,2100,fixed,10.26254997355547
86,cfg_1348374,glaciers,2100,fixed,8.676298544381504
87,cfg_1468906,glaciers,2100,fixed,9.339313859157272
88,cfg_362139,glaciers,2100,fixed,8.6949969357493
89,cfg_1578683,glaciers,2100,fixed,9.536084543186487
90,cfg_1249568,glaciers,2100,fixed,9.108341407396892
91,cfg_1217964,glaciers,2100,fixed,8.670205574696649
