draw,config,component,horizon,arm,value_cm
1,m0095,glaciers,2100,fixed,10.629548181949094
2,m0276,glaciers,2100,fixed,8.215214408300023
3,m0047,glaciers,2100,fixed,9.446240138013566
4,m0569,glaciers,2100,fixed,10.568758170800896
5,m0529,glaciers,2100,fixed,12.633442031466796
6,m0428,glaciers,2100,fixed,12.754428796728533
7,m0335,glaciers,2100,fixed,8.304171226628217
8,m0349,glaciers,2100,fixed,8.88236503157088
9,m0496,glaciers,2100,fixed,8.25015936819004
10,m0287,glaciers,2100,fixed,7.649094864923175
11,m0147,glaciers,2100,fixed,8.819181286518809
12,m0237,glaciers,2100,fixed,8.275420872115038
13,m0224,glaciers,2100,fixed,9.214103504966184
14,m0000,glaciers,2100,fixed,9.612040350325806
15,m0295,glaciers,2100,fixed,9.388979988826662
16,m0160,glaciers,2100,fixed,12.484538281592366
17,m0226,glaciers,2100,fixed,12.075842139936842
18,m0152,glaciers,2100,fixed,12.487719958030077
19,m0460,glaciers,2100,fixed,9.872240965287219
20,m0509,glaciers,2100,fixed,10.70513440531607
21,m0114,glaciers,2100,fixed,10.564305112516026
22,m0339,glaciers,2100,fixed,10.502231807479474
23,m0197,glaciers,2100,fixed,10.284494631669745
24,m0599,glaciers,2100,fixed,10.369268381662136
25,m0306,glaciers,2100,fixed,12.094968734648525
26,m0371,glaciers,2100,fixed,10.856263533189479
27,m0514,glaciers,2100,fixed,11.443701780558495
28,m0268,glaciers,2100,fixed,7.456479493411028
29,m0024,glaciers,2100,fixed,8.770658659540013
30,m0481,glaciers,2100,fixed,8.449053605434788
31,m0155,glaciers,2100,fixed,8.694327508964367
32,m0461,glaciers,2100,fixed,9.223560216399544
33,m0540,glaciers,2100,fixed,10.68677058640197
34,m0022,glaciers,2100,fixed,11.90946974522117
35,m0100,glaciers,2100,fixed,11.501552681201872
36,m0429,glaciers,2100,fixed,13.655743751076104
37,m0069,glaciers,2100,fixed,12.02687170348266
38,m0574,glaciers,2100,fixed,8.459356049267825
39,m0513,glaciers,2100,fixed,11.382067292799352
40,m0336,glaciers,2100,fixed,11.590947062688912
41,m0085,glaciers,2100,fixed,10.74905124898502
42,m0165,glaciers,2100,fixed,10.590688409734106
43,m0264,glaciers,2100,fixed,8.679129006835073
44,m0082,glaciers,2100,fixed,7.8758527217470515
45,m0102,glaciers,2100,fixed,12.98788198387607
46,m0406,glaciers,2100,fixed,12.209219774423762
47,m0557,glaciers,2100,fixed,12.092156397967566
48,m0126,glaciers,2100,fixed,11.705904440401671
49,m0131,glaciers,2100,fixed,8.990003981033867
50,m0596,glaciers,2100,fixed,10.53881294592977
51,m0342,glaciers,2100,fixed,9.811691590964886
52,m0397,glaciers,2100,fixed,6.982497363803586
53,m0380,glaciers,2100,fixed,9.714132081786996
54,m0123,glaciers,2100,fixed,11.413427520980253
55,m0347,glaciers,2100,fixed,9.231876386207402
56,m0420,glaciers,2100,fixed,11.612409858351334
57,m0127,glaciers,2100,fixed,8.940084882564534
58,m0532,glaciers,2100,fixed,8.29410071512125
59,m0598,glaciers,2100,fixed,10.342372948466739
60,m0180,glaciers,2100,fixed,7.699230487582124
61,m0597,glaciers,2100,fixed,13.07336855309375
62,m0340,glaciers,2100,fixed,8.194353138549086
63,m0434,glaciers,2100,fixed,11.5994178966238
64,m0361,glaciers,2100,fixed,8.140810950991847
65,m0181,glaciers,2100,fixed,9.483731406405202
66,m0046,glaciers,2100,fixed,10.282978354355452
67,m0408,glaciers,2100,fixed,9.930932471534367
68,m0356,glaciers,2100,fixed,7.460541090817836
69,m0151,glaciers,2100,fixed,9.228412113425547
70,m0049,glaciers,2100,fixed,10.143346533416207
71,m0318,glaciers,2100,fixed,11.344961848721548
72,m0241,glaciers,2100,fixed,8.733822631754427
73,m0222,glaciers,2100,fixed,11.756024566251273
74,m0231,glaciers,2100,fixed,12.294198226011222
75,m0338,glaciers,2100,fixed,9.590996839318636
76,m0571,glaciers,2100,fixed,9.956218998247891
77,m0360,glaciers,2100,fixed,12.495403582960412
78,m0572,glaciers,2100,fixed,9.307041788842273
79,m0059,glaciers,2100,fixed,12.72946432647703
80,m0331,glaciers,2100,fixed,11.175405289145981
81,m0564,glaciers,2100,fixed,10.897771865330473
82,m0524,glaciers,2100,fixed,16.242359044635176
83,m0549,glaciers,2100,fixed,13.727678823713436
84,m0040,glaciers,2100,fixed,12.511414960373958
85,m0299,glaciers,2100,fixed,12.873420489270101
86,m0252,glaciers,2100,fixed,10.609384102999236
87,m0432,glaciers,2100,fixed,11.685375976338559
88,m0186,glaciers,2100,fixed,10.683649100994797
89,m0215,glaciers,2100,fixed,11.918551879506065
90,m0576,glaciers,2100,fixed,11.505634741832306
91,m0273,glaciers,2100,fixed,11.05736480037552
92,m0477,glaciers,2100,fixed,10.982682306364115
93,m0466,glaciers,2100,fixed,14.015897886301053
94,m0588,glaciers,2100,fixed,13.959975865254204
95,m0052,glaciers,2100,fixed,15.523542610319002
96,m0254,glaciers,2100,fixed,16.28723757897135
97,m0305,glaciers,2100,fixed,12.168150806473768
98,m0016,glaciers,2100,fixed,13.872255423860537
99,m0329,glaciers,2100,fixed,12.727346883955434
100,m0141,glaciers,2100,fixed,14.433685576191296
101,m0035,glaciers,2100,fixed,13.485707205949106
102,m0053,glaciers,2100,fixed,10.994879852692724
103,m0471,glaciers,2100,fixed,11.095001253198566
104,m0526,glaciers,2100,fixed,10.649257375358026
105,m0503,glaciers,2100,fixed,8.838011298985545
106,m0081,glaciers,2100,fixed,13.056748472399075
107,m0475,glaciers,2100,fixed,8.698029687151221
108,m0093,glaciers,2100,fixed,8.311781990437755
109,m0341,glaciers,2100,fixed,9.814802490195257
110,m0493,glaciers,2100,fixed,10.507305739818571
111,m0086,glaciers,2100,fixed,8.69677943784431
112,m0468,glaciers,2100,fixed,10.796616914769496
113,m0490,glaciers,2100,fixed,7.909759148521657
114,m0115,glaciers,2100,fixed,6.649624954580211
115,m0531,glaciers,2100,fixed,8.66335845758398
116,m0350,glaciers,2100,fixed,10.002448969866428
117,m0399,glaciers,2100,fixed,8.390444573998813
118,m0450,glaciers,2100,fixed,11.07857112724058
119,m0592,glaciers,2100,fixed,10.81931546120109
120,m0472,glaciers,2100,fixed,9.412375159505352
121,m0337,glaciers,2100,fixed,10.9261876991118
122,m0363,glaciers,2100,fixed,7.146460357743219
123,m0358,glaciers,2100,fixed,8.717984298741486
124,m0492,glaciers,2100,fixed,8.462026405560847
125,m0486,glaciers,2100,fixed,6.9725463512958035
126,m0177,glaciers,2100,fixed,9.091026621981483
127,m0150,glaciers,2100,fixed,11.128191849560858
128,m0527,glaciers,2100,fixed,10.861069332931597
129,m0435,glaciers,2100,fixed,10.319200514909946
130,m0404,glaciers,2100,fixed,11.01732287303355
131,m0278,glaciers,2100,fixed,9.362311803389563
132,m0184,glaciers,2100,fixed,9.173815996532678
133,m0426,glaciers,2100,fixed,9.616708066848371
134,m0281,glaciers,2100,fixed,11.185176246531707
135,m0249,glaciers,2100,fixed,8.473913053516352
136,m0110,glaciers,2100,fixed,10.886226276589612
137,m0242,glaciers,2100,fixed,11.732111693887346
138,m0212,glaciers,2100,fixed,8.221756624270562
139,m0430,glaciers,2100,fixed,9.686836156910191
140,m0066,glaciers,2100,fixed,9.409048278084702
141,m0314,glaciers,2100,fixed,10.535438172677559
142,m0367,glaciers,2100,fixed,8.398231070819383
143,m0206,glaciers,2100,fixed,10.547188359101476
144,m0398,glaciers,2100,fixed,8.352114415239363
145,m0026,glaciers,2100,fixed,10.11091616311246
146,m0366,glaciers,2100,fixed,9.780904332909072
147,m0029,glaciers,2100,fixed,10.729236730369784
148,m0190,glaciers,2100,fixed,8.592465184005857
149,m0055,glaciers,2100,fixed,11.103235635605246
150,m0501,glaciers,2100,fixed,11.467390308211778
151,m0542,glaciers,2100,fixed,9.180216615830522
152,m0458,glaciers,2100,fixed,10.902640275566057
153,m0001,glaciers,2100,fixed,11.021748489987033
154,m0158,glaciers,2100,fixed,9.913608984820094
155,m0253,glaciers,2100,fixed,12.965081734889722
156,m0374,glaciers,2100,fixed,9.655551108626515
157,m0235,glaciers,2100,fixed,10.849792376874387
158,m0377,glaciers,2100,fixed,11.7318124356853
159,m0043,glaciers,2100,fixed,9.58290919234275
160,m0403,glaciers,2100,fixed,10.854562636537047
161,m0562,glaciers,2100,fixed,11.908282094546404
162,m0002,glaciers,2100,fixed,11.028690128783191
163,m0400,glaciers,2100,fixed,9.162071866521352
164,m0590,glaciers,2100,fixed,9.877484905043609
165,m0146,glaciers,2100,fixed,9.989307171314016
166,m0011,glaciers,2100,fixed,11.945915827245509
167,m0309,glaciers,2100,fixed,10.256358816920198
168,m0015,glaciers,2100,fixed,9.61485144845545
169,m0310,glaciers,2100,fixed,10.52353899240741
170,m0449,glaciers,2100,fixed,11.385638536364768
171,m0443,glaciers,2100,fixed,9.3494573829429
172,m0261,glaciers,2100,fixed,10.672620648599793
173,m0463,glaciers,2100,fixed,11.07647928461516
174,m0362,glaciers,2100,fixed,12.795488496359791
175,m0044,glaciers,2100,fixed,10.440690223826412
176,m0325,glaciers,2100,fixed,9.322905932260474
177,m0553,glaciers,2100,fixed,10.280396330786832
