block,component,scenario,horizon,metric,arm,value,unit,value_sigma,note,verdict
H,ais,,,hindcast/full,L26,0.08953370508244456,cm,0.5347076711434178,bias -0.0741 cm = -0.44 sd; cov90 85%; n=126,PASS
H,ais,,,hindcast/full,L24*,0.029200706083468583,cm,0.1743906558011573,bias -0.0042 cm = -0.02 sd; cov90 85%; n=126,PASS
H,ais,,,hindcast/full,BRICK 2.0,1.5740321319754174,cm,9.400337613845842,bias -1.1500 cm = -6.87 sd; cov90 25%; n=126,FAIL
H,ais,,,hindcast/1920-1949,L26,0.11431030701388702,cm,0.6826769650021924,bias -0.1142 cm = -0.68 sd; cov90 100%; n=30,PASS
H,ais,,,hindcast/1920-1949,L24*,0.009939948669912876,cm,0.05936274836029729,bias -0.0096 cm = -0.06 sd; cov90 100%; n=30,PASS
H,ais,,,hindcast/1920-1949,BRICK 2.0,1.956500704076299,cm,11.684492829865269,bias -1.9306 cm = -11.53 sd; cov90 0%; n=30,FAIL
H,ais,,,hindcast/1950-1992,L26,0.07346181427587535,cm,0.4387241161666791,bias -0.0638 cm = -0.38 sd; cov90 98%; n=43,PASS
H,ais,,,hindcast/1950-1992,L24*,0.00837556032358742,cm,0.050020004768291035,bias +0.0027 cm = +0.02 sd; cov90 98%; n=43,PASS
H,ais,,,hindcast/1950-1992,BRICK 2.0,0.8044482077952655,cm,4.804275969028828,bias -0.7067 cm = -4.22 sd; cov90 0%; n=43,FAIL
H,ais,,,hindcast/1993-2026,L26,0.08711830683414519,cm,0.5202825787042881,bias -0.0466 cm = -0.28 sd; cov90 45%; n=33,PASS
H,ais,,,hindcast/1993-2026,L24*,0.05504947120694291,cm,0.3287630565454245,bias -0.0057 cm = -0.03 sd; cov90 45%; n=33,PASS
H,ais,,,hindcast/1993-2026,BRICK 2.0,0.08138000911524818,cm,0.4860126709999923,bias +0.0424 cm = +0.25 sd; cov90 97%; n=33,PASS
H,glaciers,,,hindcast/full,L26,0.3150090013063928,cm,0.6858640549138222,bias +0.0578 cm = +0.13 sd; cov90 69%; n=124,PASS
H,glaciers,,,hindcast/full,L24*,0.648418588953936,cm,1.4117914118551893,bias +0.3694 cm = +0.80 sd; cov90 44%; n=124,PASS
H,glaciers,,,hindcast/full,BRICK 2.0,1.5474937255553283,cm,3.369333311624119,bias +0.9400 cm = +2.05 sd; cov90 42%; n=124,WARN
H,glaciers,,,hindcast/1920-1949,L26,0.18210310788759862,cm,0.3964901811383983,bias -0.0054 cm = -0.01 sd; cov90 100%; n=30,PASS
H,glaciers,,,hindcast/1920-1949,L24*,0.5909036165705763,cm,1.2865649833610426,bias +0.5283 cm = +1.15 sd; cov90 20%; n=30,WARN
H,glaciers,,,hindcast/1920-1949,BRICK 2.0,1.5931687653849735,cm,3.4687808445390305,bias +1.4701 cm = +3.20 sd; cov90 0%; n=30,FAIL
H,glaciers,,,hindcast/1950-1992,L26,0.23122473566269652,cm,0.5034419148033892,bias -0.1170 cm = -0.25 sd; cov90 56%; n=43,PASS
