gate,key,value,verdict
PAIRING,configs_used,8.0,PASS
PAIRING,median_dgmst_bias_degC,0.002027275000000106,PASS
CONTROL,glaciers_med_2100,-1.1776867139508838,CHECK
CONTROL,glaciers_med_2150,-2.0997052437135917,CHECK
CONTROL,glaciers_med_2300,-3.24321370128129,CHECK
CONTROL,gis_med_2100,0.3676129576800431,PASS
CONTROL,gis_med_2150,0.4354336466949995,PASS
CONTROL,gis_med_2300,0.05250487196816067,PASS
CONTROL,ais_med_2100,-0.18669178458429236,PASS
CONTROL,ais_med_2150,24.461249403839403,CHECK
CONTROL,ais_med_2300,27.38871609192273,CHECK
CONTROL,te_med_2100,0.5338548432348205,CHECK
CONTROL,te_med_2150,0.7899257481309263,CHECK
CONTROL,te_med_2300,1.245017323474741,CHECK
CONTROL,lws_med_2100,0.0,PASS
CONTROL,lws_med_2150,0.0,PASS
CONTROL,lws_med_2300,0.0,PASS
CONTROL,total_med_2100,0.10211866667814462,PASS
CONTROL,total_med_2150,21.53348211909504,CHECK
CONTROL,total_med_2300,25.519243310443585,CHECK
CALIB-MOVE,glaciers_max_cm,0.0,measured
CALIB-MOVE,gis_max_cm,0.0,measured
CALIB-MOVE,ais_max_cm,0.030138764919884764,measured
CALIB-MOVE,te_max_cm,1.2161628686998576,measured
CALIB-MOVE,lws_max_cm,0.0,measured
CALIB-MOVE,total_max_cm,1.246301633619744,measured
SUM,fixed_max_cm,5.684341886080802e-14,PASS
SUM,joint_max_cm,5.684341886080802e-14,PASS
