gate,key,value,verdict
PAIRING,configs_used,600.0,PASS
PAIRING,median_dgmst_bias_degC,0.0002524237473224833,PASS
CONTROL,skipped_no_shipped_panel,NaN,SKIPPED
OHC-OFFSET,max_cm,2.842170943040401e-14,CANCELS
CALIB-MOVE,glaciers_max_cm,0.0,measured
CALIB-MOVE,gis_max_cm,0.0,measured
CALIB-MOVE,ais_max_cm,5.452586818972283,measured
CALIB-MOVE,te_max_cm,5.307828090689296,measured
CALIB-MOVE,lws_max_cm,0.0,measured
CALIB-MOVE,total_max_cm,5.798705491911994,measured
SUM,fixed_max_cm,8.526512829121202e-14,PASS
SUM,joint_max_cm,2.2737367544323206e-13,PASS
