year,tas_global,tas_ais,scenario,member
1,285.9069555469354,236.37795572135792,1pctCO2,r1i1p1f1
2,286.2498851683283,236.88018839123876,1pctCO2,r1i1p1f1
3,286.27593547410584,236.3539259651198,1pctCO2,r1i1p1f1
4,285.9905243228112,235.91891601172858,1pctCO2,r1i1p1f1
5,285.8735690939424,236.01690292322286,1pctCO2,r1i1p1f1
6,286.05311039438124,236.42068573648947,1pctCO2,r1i1p1f1
7,286.02809847585456,235.81626032162006,1pctCO2,r1i1p1f1
8,285.88233228324253,235.40828526301527,1pctCO2,r1i1p1f1
9,286.1648739553888,236.4036750780674,1pctCO2,r1i1p1f1
10,286.2124194667909,236.52545522115332,1pctCO2,r1i1p1f1
11,286.15831951566116,235.59505534788602,1pctCO2,r1i1p1f1
12,286.10254187544734,235.77301946672347,1pctCO2,r1i1p1f1
13,286.1554090538153,236.4009515418524,1pctCO2,r1i1p1f1
14,286.25861983095905,236.63879824728443,1pctCO2,r1i1p1f1
15,286.49792920737514,237.27577133864153,1pctCO2,r1i1p1f1
16,286.404163586993,236.8314882825165,1pctCO2,r1i1p1f1
17,286.412099000737,236.174328140115,1pctCO2,r1i1p1f1
18,286.33423637337626,236.18224300879658,1pctCO2,r1i1p1f1
19,286.4734105039308,237.02535109071275,1pctCO2,r1i1p1f1
20,286.49718518268145,236.35307277169247,1pctCO2,r1i1p1f1
21,286.4043170817687,236.26302209578228,1pctCO2,r1i1p1f1
22,286.59284237970127,236.71124065856003,1pctCO2,r1i1p1f1
23,286.6735249505076,236.19307367736155,1pctCO2,r1i1p1f1
24,286.48481254349093,236.81867542758764,1pctCO2,r1i1p1f1
25,286.74680992826796,236.72640553023143,1pctCO2,r1i1p1f1
26,286.9972175034529,237.43714462995743,1pctCO2,r1i1p1f1
27,286.6365131461393,236.9291307539085,1pctCO2,r1i1p1f1
28,286.83275166984976,237.04927111412817,1pctCO2,r1i1p1f1
29,287.0041668568453,237.50731503989545,1pctCO2,r1i1p1f1
30,286.6868894109595,237.79740396858537,1pctCO2,r1i1p1f1
31,286.7515883852253,236.13215535954313,1pctCO2,r1i1p1f1
32,286.9705325178058,237.88204670005024,1pctCO2,r1i1p1f1
33,286.71463446624165,236.71091772291945,1pctCO2,r1i1p1f1
34,286.7981859200664,236.77381589986433,1pctCO2,r1i1p1f1
35,286.8652361490951,237.54144174842085,1pctCO2,r1i1p1f1
36,286.8009370906328,236.80645513617975,1pctCO2,r1i1p1f1
37,286.68047535154926,236.47628530514504,1pctCO2,r1i1p1f1
38,286.77343027280244,236.98761755844154,1pctCO2,r1i1p1f1
39,287.0161581632964,237.8582490715226,1pctCO2,r1i1p1f1
40,287.2497642598109,238.00862434044544,1pctCO2,r1i1p1f1
41,287.05062611214544,236.66618030935064,1pctCO2,r1i1p1f1
42,287.01476563850196,237.18581048290935,1pctCO2,r1i1p1f1
43,287.14160068664313,237.5608788675574,1pctCO2,r1i1p1f1
44,287.07485875660785,237.19520102282425,1pctCO2,r1i1p1f1
45,286.97203315028685,236.86288063128185,1pctCO2,r1i1p1f1
46,287.093431086915,238.0036265304882,1pctCO2,r1i1p1f1
47,287.1525777025138,237.12826476683762,1pctCO2,r1i1p1f1
48,286.94589915551194,236.6356419050508,1pctCO2,r1i1p1f1
49,287.1297068259875,236.65197102737824,1pctCO2,r1i1p1f1
50,287.30316937533786,237.1489686670698,1pctCO2,r1i1p1f1
51,287.2867396151769,237.81151683836487,1pctCO2,r1i1p1f1
52,287.31976045923113,237.02558528305673,1pctCO2,r1i1p1f1
53,287.30188610144376,236.81781483549165,1pctCO2,r1i1p1f1
54,287.27952851328195,237.35772594642435,1pctCO2,r1i1p1f1
55,287.4010047898609,237.5230021167247,1pctCO2,r1i1p1f1
56,287.4238875283904,238.1726167491545,1pctCO2,r1i1p1f1
57,287.5465624311026,237.33156889625613,1pctCO2,r1i1p1f1
58,287.69234216972137,237.9330397024142,1pctCO2,r1i1p1f1
59,287.77111830423496,237.0973093572065,1pctCO2,r1i1p1f1
60,287.9360407050537,237.12897638726173,1pctCO2,r1i1p1f1
61,287.74581333983696,236.97088733412582,1pctCO2,r1i1p1f1
62,287.80645985715967,238.62653664382776,1pctCO2,r1i1p1f1
63,288.09527239757506,238.1636169111333,1pctCO2,r1i1p1f1
64,287.9927318786933,238.0888979002704,1pctCO2,r1i1p1f1
65,287.90960053564845,236.7146672664668,1pctCO2,r1i1p1f1
66,288.14090927442095,238.3241852239006,1pctCO2,r1i1p1f1
67,288.1736509436717,238.88615634789844,1pctCO2,r1i1p1f1
68,288.0090574556364,237.2374568475546,1pctCO2,r1i1p1f1
69,288.1061413757945,237.628868877594,1pctCO2,r1i1p1f1
70,288.1353106064417,237.99459390506289,1pctCO2,r1i1p1f1
71,288.1844350242476,237.51793535269658,1pctCO2,r1i1p1f1
72,288.2282231396915,238.37983292041392,1pctCO2,r1i1p1f1
73,288.1222342853278,237.47072015061477,1pctCO2,r1i1p1f1
74,288.41612328082005,238.25309609278656,1pctCO2,r1i1p1f1
75,288.44214345156155,238.2795236850664,1pctCO2,r1i1p1f1
76,288.4961152001295,239.15269921840886,1pctCO2,r1i1p1f1
77,288.52464705991713,238.6224246552416,1pctCO2,r1i1p1f1
78,288.457662847178,238.4967189988832,1pctCO2,r1i1p1f1
79,288.4169543668074,237.69693590328424,1pctCO2,r1i1p1f1
80,288.6610317124003,238.38831808779454,1pctCO2,r1i1p1f1
81,288.7298639750361,239.46565597595404,1pctCO2,r1i1p1f1
82,288.6173452112191,238.48384455270752,1pctCO2,r1i1p1f1
83,288.5971391418759,238.29646672719883,1pctCO2,r1i1p1f1
84,288.692164035896,238.73360598999432,1pctCO2,r1i1p1f1
85,288.996737389673,239.01442500576485,1pctCO2,r1i1p1f1
86,289.1624242012427,239.18891347929494,1pctCO2,r1i1p1f1
87,288.972665277362,239.7126851440799,1pctCO2,r1i1p1f1
88,288.91644002581404,238.4310473192064,1pctCO2,r1i1p1f1
89,289.20015405196483,239.34057118338998,1pctCO2,r1i1p1f1
90,289.1348460848805,238.39437853465813,1pctCO2,r1i1p1f1
91,289.10709172059677,239.52745969819847,1pctCO2,r1i1p1f1
92,289.18474392046363,238.187572133519,1pctCO2,r1i1p1f1
93,289.1478862909766,239.57931086170194,1pctCO2,r1i1p1f1
94,289.2100787351869,240.10791915634158,1pctCO2,r1i1p1f1
